school_id_A,school_id_B,extracted_school_name_A,school_name_A,school_name_B,address_from_B,Match_Type
15944,470,Amara Jyoti Janata Mavi,अमर ज्योति जनता मावि पालुङटार गोरखा,Amar Jyoti Janata Mavi,"Luintel, Palungtar Municipality, Gorkha, Gandaki Province",Matched with school name of B
10731,472,Amara Jyoti Mavi,अमर ज्योति मावि अर्जुनचौपारी स्याङ्जा,Amar Jyoti Mavi,"Lamdanda, Arjunchaupari Rural Municipality, Syangja, Gandaki Province",Matched with school name of B
435,479,Amarajyoti Mavi,अमरज्योति मावि व्यास तनहुँँ,Amar Jyoti Mavi,"Tanahun, Vyas Municipality, Tanahun, Gandaki Province",Matched with school name of B
7630,3149,Amara Jyoti Mavi,अमर ज्योति मावि खरानिटार नुवाकोट,Amar Jyoti Mavi,"Tadi, Tadi Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
4828,3148,Amarajyoti Mavi,अमरज्योती मावि स्युचाटार काठमाडौं,Amar Jyoti Mavi,"Nagarjun, Nagarjun Municipality, Kathmandu, Bagamati Province",Matched with school name of B
14545,5161,Amara Jyoti Mavi,अमर ज्योती मावि बर्दिया,Amar Jyoti Mavi Sitapur,"Jamuni, Badhaiyatal Rural Municipality, Bardiya, Lumbini Province",Matched with old school name1 of B
2735,473,Amarajyoti Nimavi,अमरज्योति निमावि सराङकोट कास्की,Amar Jyoti Nimavi,"Saranglot Bhanjyang, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
11614,1132,Amarajyoti Pravi,अमरज्योति प्रावि परेवादिन धनकुटा,Amar Jyoti Pravi,"Khoktap, Chhathar Jorpati Rural Municipality, Dhankuta, Koshi Province",Matched with school name of B
5773,1133,Janmajyoti Pravi,जन्मज्योति प्रावि सोलुखुम्बु,Amar Jyoti Pravi,"Kanku, Mapya Dudhkoshi Rural Municipality, Solukhumbu, Koshi Province",Matched with school name of B
8756,5162,Bala Jyoti Pravi,बाल ज्योति प्रावि कपिलबस्तु,Amar Jyoti Pravi,"Krishnanagar, Krishnanagar Municipality, Kapilbastu, Lumbini Province",Matched with school name of B
19822,5164,Bala Jyoti Pravi,बाल ज्योती प्रावि प्यूठान,Amar Jyoti Pravi,"Dhabachaur, Airawati Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
72,478,Amarajyoti Pravi,अमरज्योति प्रावि शुक्लागन्डकी तनहुँं,Amar Jyoti Pravi,"Jhirubaas, Rishing Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
27800,477,Amara Jyoti Pravi,अमर ज्योति प्रावि राईनास लमजुङ,Amar Jyoti Pravi,"Piplebot, Rainas Municipality, Lamjung, Gandaki Province",Matched with school name of B
9709,476,Jana Jyoti Pravi,जन ज्योति प्रावि कास्की,Amar Jyoti Pravi,"Amalachaur, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
6120,5163,Amara Jyoti Pravi,अमर ज्योति प्रावि ढावाचौर प्यूठान,Amar Jyoti Pravi,"Girichaur, Mallarani Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
22013,474,Nava Jyoti Pravi,नव ज्योती प्रावि लम्जुङ,Amar Jyoti Pravi,"Uppallodailung, Dordi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
68,475,Amara Jyoti Pravi,अमर ज्योती प्रावि क्यामुनडाँडा झिरुबास तनहुँँ,Amar Jyoti Pravi,"Pateni Tar, Aanbookhaireni Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
23396,1141,Amara Mavi,अमर मावि झापा,Amar Mavi,"Gauradaha Bazar, Gauradaha Municipality, Jhapa, Koshi Province",Matched with school name of B
5433,480,Amara Mavi,अमर मावि मस्याङ्दी लमजुङ,Amar Mavi,"Khudi, Marsyangdi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
4256,5176,Amara Mavi,अमर मावि मल्लरानी प्युठान,Amar Mavi,"Upalla Bhingri, Sworgadwary Municipality, Pyuthan, Lumbini Province",Matched with school name of B
23615,5175,Amara Mavi,अमर मावि बुटवल उ न पा रुपन्देही,Amar Mavi,"Butwal-19 Manoharapur, Butwol Sub Metropolitan City, Rupandehi, Lumbini Province",Matched with school name of B
13055,5174,Amara Mavi,अमर मावि नेटा गुल्मी,Amar Mavi,"Malika, Malika Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
4956,481,Amara Mavi,अमर मावि चिमखोला म्याग्दी,Amar Mavi,"Pakhapani, Raghuganga Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
5752,3155,Amara Mavi,अमर मावि चाइनाक्वाटर मकवानपुर,Amar Mavi,"Chinaquarter, Hetauda Sub Metropolitan City, Makwanpur, Bagamati Province",Matched with school name of B
17099,3151,Amara Mavi,अमर मावि झुले दोलखा,Amar Mavi,"Jhule, Tamakoshi Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
14880,2265,Amara Mavi,अमर मावि तुलसीपुर उरहरी दाङ,Amar Mavi,"kalaiya, Kalaiya Sub Metropolitan City, Bara, Madhesh Province",Matched with school name of B
25029,492,Amara Mavi,अमर मावि विहुँकोट बाग्लुङ,Amar Mavi,"Bihunkot, Baglung, Kathekhola Rural Municipality, Baglung, Gandaki Province",Matched with school name of B
5486,491,Amara Mavi,अमर मावि पाखापानी म्याग्दी,Amar Mavi,"Raghuganga, Raghuganga Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
20070,774,Amara Mavi,अमर मावि गौरीगंगा बनबेहडा कैलाली,Amar Mavi,"Banbehadha, Gauriganga Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
11636,1142,Amara Mavi,अमर मावि फलाँटे धनकुटा,Amar Mavi,"Batisjhalaya, Pakhribas Municipality, Dhankuta, Koshi Province",Matched with school name of B
23126,1140,Amara Mavi,अमर मावि गौरादह झापा,Amar Mavi,"Gauradaha, Gauradaha Municipality, Jhapa, Koshi Province",Matched with school name of B
6714,5177,Amara Mavi,अमर मावि भिंगृ प्यूठान,Amar Mavi Chunja Pyuthan,"Chuja, Mallarani Rural Municipality, Pyuthan, Lumbini Province",Matched with old school name1 of B
29428,643,Amara Prakasha Pravi,अमर प्रकाश प्रावि सल्यान,Amar Prakash Pravi,"Githachaur, Bangad Kupinde Municipality, Salyan, Karnali Province",Matched with school name of B
29516,5171,Amara Pravi,अमर प्रावि प्यूठान,Amar Pravi,"Baluwa, Jhimruk Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
237,487,Amara Pravi,अमर प्रावि व्यास तनहुँँ,Amar Pravi,"Shekhatar, Tanahun, Vyas Municipality, Tanahun, Gandaki Province",Matched with school name of B
9391,1137,Atmara Pravi,आत्मारा प्रावि धनकुटा,Amar Pravi,"Jimigaun, Sangurigadhi Rural Municipality, Dhankuta, Koshi Province",Matched with school name of B
29085,642,Amara Pravi,अमर प्रावि जुनीचाँदे गा पा जाजरकोट,Amar Pravi,"Junichade Rural Municipality, Junichande Rural Municipality, Jajarkot, Karnali Province",Matched with school name of B
2715,5168,Amara Pravi,अमर प्रावि पाल्पा,Amar Pravi,"Tansen Municipality, Tansen Municipality, Palpa, Lumbini Province",Matched with school name of B
29352,486,Amara Pravi,अमर प्रावि लमगाउँ बागलुङ,Amar Pravi,"Lamgaun, Baglung Municipality, Baglung, Gandaki Province",Matched with school name of B
3661,482,Amara Pravi,अमर प्रावि लम्जुङ,Amar Pravi,"Gaunshahar, Besishahar Municipality, Lamjung, Gandaki Province",Matched with school name of B
17185,484,Amara Pravi,अमर प्रावि अर्गल बाग्लुङ,Amar Pravi,"Argal, Tarakhola Rural Municipality, Baglung, Gandaki Province",Matched with school name of B
27909,485,Amara Pravi,अमर प्रावि विहुँकोट हटिया बाग्लुङ,Amar Pravi,"Harrapatta, Jaimini Municipality, Baglung, Gandaki Province",Matched with school name of B
18041,490,Amara Sahida Avi,अमर सहिद आवि पुतलीबजार स्याङ्जा,Amar Sahid Avi,"Pelkachour, Putalibazar Municipality, Syangja, Gandaki Province",Matched with school name of B
21569,1138,Amarasahida Avi,अमरसहिद आवि संखुवासभा,Amar Sahid Avi,"Madamsing, Dharmadevi Municipality, Sankhuwasabha, Koshi Province",Matched with school name of B
24612,2264,Amara Shahida Pravi,अमर शहिद प्रावि व्डठोरा महोत्तरी,Amar Sahid Avi Dathora,"Dathora, Loharpatti Municipality, Mahottari, Madhesh Province",Matched with old school name1 of B
7862,5172,Amara Shahida Dasharatha Chanda Avi,अमर शहिद दशरथ चन्द आवि बाँसगढी बर्दिया,Amar Sahid Dasharath Chand Avi,"Materiya, Bansgadhi Municipality, Bardiya, Lumbini Province",Matched with school name of B
785,1139,Amara Shahida Pravi,अमर शहिद प्रावि खोटाङ,Amar Sahid Pravi,"Desare, Ainselukharka Rural Municipality, Khotang, Koshi Province",Matched with school name of B
27454,5173,Amarasatya Pravi,अमरसत्य प्रावि रोल्पा,Amar Satya Pravi,"Jhulhunetakura, Gangadev Rural Municipality, Rolpa, Lumbini Province",Matched with school name of B
5827,775,Amara Shahida Avi,अमर शहीद आवि कञ्चनपुर,Amar Shahid Avi,"janakitol, Bheemdatt Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
8320,5179,Amara Shahida Shri Dasharatha Chandra Mavi,अमर शहिद श्री दशरथ चन्द्र मावि राजापुर बर्दिया,Amar Shahid Shree Dasharath Chand Mavi,"Khaireni, Barbardiya Municipality, Bardiya, Lumbini Province",Matched with school name of B
8036,493,Amarasimddha Namuna Mavi,अमरसिंद्ध नमूना मावि कास्की,Amar Siddha Namuna Mavi,"Pachavaiya, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
1995,3160,Amaravati Mavi,अमरावती मावि ज्वालामुखी गा पा धादिङ,Amarawati Mavi,"Jwalamukhi, Jwalamukhi Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
1482,778,Amaraghatti Nimavi,अमरघट्टी निमावि डोटी,Amarghatti Avi Okhaldhunga Doti,"Badikedar, Badikedar Rural Municipality, Doti, Sudurpashchim Province",Matched with old school name2 of B
28081,3163,Amara Jyoti Avi,अमर ज्योति आवि धादिङ,Amarjyoti Avi,"Thakre Thumki, Thakre Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
177,1150,Amara Jyoti Avi,अमर ज्योती आवि साङरुम्बा इलाम,Amarjyoti Avi,"Sangrumba Kopche, Ilam Municipality, Ilam, Koshi Province",Matched with school name of B
24729,498,Amarajyoti Mavi,अमरज्योती मावि म्याग्दी,Amarjyoti Mavi,"Malika 3, Malika Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
4868,4101,Amara Jyoti Mavi,अमर ज्योती मावि शुक्लागण्डकी न पा तनहुँँ,Amarjyoti Mavi,"Tallipokhari, Shuklagandaki Municipality, Tanahun, Gandaki Province",Matched with school name of B
26403,499,Amara Jyoti Pravi,अमर ज्योति प्रावि शुक्लागण्डकी तनहुँँ,Amarjyoti Pravi,"Gyarsingh, Shuklagandaki Municipality, Tanahun, Gandaki Province",Matched with school name of B
222,1151,Amarakalyana Mavi,अमरकल्याण मावि माईजाेगमाई इलाम,Amarkalyan Mavi,"Maijogmai, Maijogmai Rural Municipality, Ilam, Koshi Province",Matched with school name of B
27745,3165,Amarkhu Mavi,अमर्खु मावि धादिङ,Amarkhu Mavi,"Amarkhu, Thakre Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
6618,2267,Amarapatti Pravi,अमरपट्टी प्रावि पोठियाही रौतहट,Amarpatti Pravi Pothiyahi Garuda,"Garuda Municipality, Garuda Municipality, Rautahat, Madhesh Province",Matched with old school name1 of B
6013,1152,Amarapura Mavi,अमरपुर मावि पाचथर,Amarpur Mavi,"Amarpur, Hilihang Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
2596,5185,Amarapura Omaprasada Gautama Mavi,अमरपुर ओमप्रसाद गौतम मावि गुल्मी,Amarpur Omprasad Gautam Mavi,"Amarpur, Isma Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
17948,1155,Amaruva Mavi,अमरुवा मावि संखुवासभा,Amaruwa Mavi,"Phakling, Dharmadevi Municipality, Sankhuwasabha, Koshi Province",Matched with school name of B
18903,2268,Ambara Jyana Avi,अम्बर ज्यान आवि सर्लाही,Ambar Jyan Avi,"Lalbandi, Lalbandi Municipality, Sarlahi, Madhesh Province",Matched with school name of B
