school_id,location,district,modified_name_transliterated
1575,sajbote,udayapur,A vi sajbote
1576,udayapurgadhi,udayapur,A vi sargabas
1577,bhokraha narsingh,sunsari,A vi akaha
1578,morahang,tehrathum,basistha A vi
1579,tumau,solukhumbu,basuki A vi
1580,sotang rural municipality,solukhumbu,basuki A vi
1581,gomda,solukhumbu,basuki A vi
1582,namsaling,ilam,batase brindaban ebs
1583,chitrre danda,ilam,bauddha A vi
1584,boudadanda bakachol,khotang,bauddha A vi
1585,chuhandanda,tehrathum,bauddha pragati A vi
1586,nechasalyan 1 jibli,solukhumbu,bauddhasthani A vi
1587,dewantar,bhojpur,bayang star ebs
1588,parabari,jhapa,bc memorial ebs
1589,arjundhara-1,jhapa,bed bedanga saskrit pathsala
1590,khuniyakatta,morang,beganlal A vi
1591,manebhanjyang,bhojpur,behereshwar mA vi
1592,kurle,khotang,bel danda prA vi
1593,jahada,udayapur,belaka adarsha sishu sadan jahada
1594,ratapani,udayapur,belaka basic schoo ratapani
1595,hattisar,udayapur,belaka A vi
1596,chhatabeli,sunsari,belal public vi madarssa
1597,jarayatar,okhaldhunga,belichameli A vi jarayatar
1598,dorumba,panchthar,believers ebs
1599,letang,morang,believers english boarding vi
1600,karahiya,udayapur,belka education foundation prA vit ltd
1601,birtamod,jhapa,bells model vi
1602,beni,solukhumbu,beni A vi
1603,karsia harakpur,morang,beni prA vi
1604,beni salabesi,solukhumbu,beni prA vi
1605,kanakai - 5,jhapa,benubaja mA vi
1606,rauta dumrithumka,udayapur,besic vi dumrithumka
1607,mikwakhola,taplejung,besigau A vi
1608,sundarharaicha,morang,best english vi
1609,birtamod,jhapa,best future vi jhapa
1610,buttabari,jhapa,bestfuture montessori
1611,urlabari,morang,bethel academy
1612,hadebas,udayapur,bethel little valley vi
1613,phaktang,khotang,betuwa mA via
1614,sinuwari,sunsari,bhadgaun sinuwari mA vidyalay
1615,chewa benshi,sankhuwasabha,bhadrakali A vi
1616,bhadrapur,jhapa,bhadrapur gurukul publick vi
1617,"arjundhara-9, jhapa",jhapa,bhagawad bhakti ashram dewarsi sanskrit bidhalaya
1618,barahkshetra nagar palika,sunsari,bhagawan ram aA viidyalay
1619,barahakshetra,sunsari,bhagawati A via
1620,falametar,dhankuta,bhagawati A vi
1621,dobate,tehrathum,bhagawati A vi chhathar tehrathum
1622,yarung,taplejung,bhagawati A vi
1623,manpur,sunsari,bhagawati A vi ramdhuni manpur
1624,bhagawati marga,sunsari,bhagawati A vi dharan
1625,harinagar,sunsari,bhagawati A vi
1626,nayabazar katahari,morang,bhagawati A vi
1627,satrabhige,jhapa,bhagawati A via
1628,fedapjung,morang,bhagawati adharvut vi
1629,sakphara,morang,bhagawati bal bikas kendra
1630,shivasatakshi,jhapa,bhagawati basic chool
1631,karkigaun,taplejung,bhagawati A vi
1632,choktitar majhgaun,taplejung,bhagawati A vi
1633,maulodanda,taplejung,bhagawati A vi
1634,suryodaya municipality,ilam,bhagawati A vi
1635,buttabari,jhapa,bhagawati A vi
1636,ratuwamai,morang,bhagawati A vi
1637,titkeni,morang,bhagawati A vi
1638,milanchung,dhankuta,bhagawati A vi
1639,chuhandanda,tehrathum,bhagawati A vi
1640,chhathar rm,tehrathum,bhagawati A vi
1641,chhathar,tehrathum,bhagawati A vi
1642,phedap,tehrathum,bhagawati A vi
1643,pulung,sankhuwasabha,bhagawati A vi
1644,majhakhani,bhojpur,bhagawati A vi
1645,tuture,solukhumbu,bhagawati A vi
1646,pokhare,okhaldhunga,bhagawati A vi
1647,rumjatar,okhaldhunga,bhagawati A vi
1648,ghorle,sankhuwasabha,bhagawati A vi
1649,biratnagar,morang,bhagawati bidhya mandir mA english boarding vi
1650,khotang bajar,khotang,bhagawati dinanath mA vi
1651,kangel,solukhumbu,bhagawati english boarding vi
1652,jamuna,ilam,bhagawati mA vi
1653,"aatharai, thoklung",tehrathum,bhagawati mA vi
1654,udayapur,bhojpur,bhagawati mA vi
1655,femeguru,ilam,bhagawati prA vi
1656,gaurigunj,jhapa,bhagawati prA vi
1657,thalaha,morang,bhagawati prA vi
1658,baguwa,sunsari,bhagawati prA vi
1659,kauwakhoj,sunsari,bhagawati prA vi
1660,hade,sunsari,bhagawati prA vi
1661,jhilmile,dhankuta,bhagawati prA vi
1662,angdeem,tehrathum,bhagawati prA vi
1663,shisagharri,udayapur,bhagawati prA vi sisaghari
1664,miklajung,panchthar,bhagawati mA vi
1665,golakharka,ilam,bhagawati mA vi
1666,gotametar,ilam,bhagawati mA vi
1667,bangdanda,jhapa,bhagawati mA vi
1668,belbari,morang,bhagawati mA vi
1669,miklajung,morang,bhagawati mA vi
1670,bhagawati tole,sunsari,bhagawati mA vi
1671,mulgaun,sankhuwasabha,bhagawati mA vi
1672,chitlang,sankhuwasabha,bhagawati mA vi
1673,myanglung,tehrathum,bhagawati mA vi ambung myanglung tehrathum
1674,paltar,ilam,bhagawati siddha prA vi
1675,marse,khotang,bhagawot prA vi
1676,sungnam,tehrathum,bhagima prA vi
1677,sanischare baazar jarayodol,morang,bhagirath mA vi
1678,gaunsara,panchthar,bhagyodaya A vi
1679,gogane,ilam,bhagyodaya A vi
1680,shree antu,ilam,bhagyodaya english boarding vi
1681,laphagaun,udayapur,bhairung A vi bhorleni
1682,sukhubakoti,morang,bhajan soba prA vi
1683,phaktanglung,taplejung,bhakta A vi
1684,mahamai,ilam,bhakta karki smriti shiksha sadan
1685,bishnupaduka,sunsari,bhaldhunga mA vi
1686,pharsahi,sunsari,bhaluwa aA viidyalay
1687,pedang,taplejung,bhanjare A vi
1688,jaljale,tehrathum,bhanjyang A vi
1689,limbudin,taplejung,bhanjyang mA vi
1690,"ewa, bhadaure",tehrathum,bhanu A vi
1691,khotehang,khotang,bhanu mA vi
1692,diplung,khotang,bhanu A vi
1693,lewa makpa,khotang,bhanu A vi
1694,mechinagar,jhapa,bhanu A viidyalay
1695,"sp mode, bhadrapur,jhapa",jhapa,bhanu A via
1696,saimal,okhaldhunga,bhanu A vi
1697,yangsibung,panchthar,bhanu A vi
1698,phoktiya tola,morang,bhanu A vi
1699,pidhali,morang,bhanu A vi
1700,morang,morang,bhanu A vi
1701,pokhare,sankhuwasabha,bhanu A vi
1702,arjundhara,jhapa,bhanu A vi arjundhara
1703,jhulkegham,ilam,bhanu bhakta A vi
1704,sohal,morang,bhanu bhakta aA vi
1705,archale,bhojpur,bhanu bhakta A vi
1706,pasaldanda,panchthar,bhanu bhakta prA vi
1707,ramchekhark,udayapur,bhanu bhakta prA vi ramchekhark
1708,jhapa,jhapa,bhanu bhakta prathamic vi
1709,phungling,taplejung,bhanu jana mA vi
1710,bukuwa,ilam,bhanu mA vi
1711,bhrikuti,jhapa,bhanu mA vi
1712,"rangeli 7, rangeli bazar",morang,bhanu memorial academy
1713,biratnagar,morang,bhanu memorial english boarding vi
1714,chhatis bigaha,morang,bhanu memorial english vi
1715,belbari,morang,bhanu memorial english vi shaikshik sarbajanik guthi
1716,bhanusmriti path,sunsari,bhanu memorial mA vi dharan
1717,sansari maisthan,morang,bhanu morang basic v
1718,lungchowk,ilam,bhanu prA vi
1719,bitalab,khotang,bhanu prA vi
1720,shivasatakshi,jhapa,bhanu mA vi
1721,shivasatakshi,jhapa,bhanu mA vi
1722,dandabazar,dhankuta,bhanu mA vi
1723,arjundhara,jhapa,bhanu mA vi arjundhara
1724,bhanunagar,jhapa,bhanu smriti awasiya mA vi
1725,dithara,bhojpur,bhanubhakta aadarsha A vi
1726,gauradaha,jhapa,bhanubhakta academy
1727,maden,dhankuta,bhanubhakta A vi
1728,bangduwa,khotang,bhanubhakta A vi
1729,belbari,morang,bhanubhakta memorial mA english vi
1730,sandakpur ilam,ilam,bhanudaya A vi
1731,pungfung,ilam,bhanudaya A vi
1732,okhre,tehrathum,bharati A vi
1733,dudhali,jhapa,bharati A vi gauradaha
1734,"pakhribas-10, chungmang, dhankuta",dhankuta,bharati mA vi
1735,panchami,dhankuta,bharati mA vi
1736,nadaha,sunsari,bharoul bal mandir english mA vi
1737,ikrai,sunsari,bharoul don bosco vi
1738,thute chowk,sunsari,bharoul montessori vi
1739,rawabesi,khotang,bhasa pathashala A vi
1740,kamere banjaynag,khotang,bhasha mA vi
1741,kagate,dhankuta,bhasha mA vi
1742,maijogmai,ilam,bhaskardeep ebs
1743,mang maya,sankhuwasabha,bhat bhateni A vi
1744,letang,morang,bhathaha ba bi ke
1745,"gauriganj-4, jhapa",jhapa,bhawani A vi
1746,maghe,ilam,bhawani A vi
1747,bhawanipur,sunsari,bhawani A vi
1748,jahada rural manicipality,morang,bhawani A vi jahada pokhariya
1749,thumma,taplejung,bhawani prA vi
1750,chitre,panchthar,bhawani prA vi
1751,katari,udayapur,bhawari devi A vi
1752,khachapu,okhaldhunga,bheemadarsha prA vi
1753,surunga,jhapa,bheskumari memorial english vi
1754,smriti,ilam,bhim jyoti A vi
1755,arjundhara,jhapa,bhimale A vi arjundhara
1756,limpatar,udayapur,bhiman prA vi bajhagaun
1757,chapagain tole,dhankuta,bhimeshwari A vi
1758,salle,bhojpur,bhimeshwori A vi
1759,wakchakha,bhojpur,bhimeshwori A vi
1760,rajapani,khotang,bhimkanya A vi
1761,hadiya,udayapur,bhimsen adarsha A viidyalay
1762,silichong,sankhuwasabha,bhimsen adharboot vi
1763,aahaldanda,sankhuwasabha,bhimsen A vi
1764,sandakpur,ilam,bhimsen prA vi
1765,katunje,okhaldhunga,bhimsen prA vi
1766,mude tingla,solukhumbu,bhimsensthan A vi
1767,manebhanjyang,okhaldhunga,bhimsensthan mA vi ketuke
1768,likhu,okhaldhunga,bhimsensthan mA vi
1769,maimajhuwa,ilam,bhimsun prA vi
1770,khorande,sankhuwasabha,bhireswor prA vi
1771,papung,taplejung,bhirgaun A vi
1772,andheri,morang,bhogateni mA vi
1773,aarubote,morang,bhogateni prA vi
1774,bhojpur,bhojpur,bhojpur academy
1775,bhojpur,bhojpur,bhojpur bahira awasiya A vi
1776,basantapur,sunsari,bhola ni mA vi
1777,bhotechap,okhaldhunga,bhotechhap A vi
1778,luwaphu,panchthar,bhrikuti A vi
1779,jhapa,jhapa,bhrikuti A biddhyalaya
1780,bhrikutimarga anjanimood,jhapa,bhrikuti A vi
1781,dandagaun,sankhuwasabha,bhrikuti A vi
1782,morang,morang,bhrikuti model academy
1783,itahari sub-metropolitan city,sunsari,bhrikuti mA boarding vi itahari
1784,durgapur,jhapa,bhrikuti mA schlool
1785,"damak-1, bhangbari",jhapa,bhrikuti mA vi
1786,chaudandi gadhi,udayapur,bhu pu sainik english vi beltar
1787,yalamber chowk,morang,bhu pu sainik angreji vi
1788,kinja,solukhumbu,bhudakinja A vi
1789,phuyal gaon,okhaldhunga,bhumedevi A vi
1790,khyampu,solukhumbu,bhumeshwori mA vi
1791,sitamdu,solukhumbu,bhumesthan A vi
1792,bhalayatar,okhaldhunga,bhumesthan A vi
1793,"molung ,talkot",okhaldhunga,bhumesthan A vi
1794,kuibhir bhumesthan,okhaldhunga,bhumesthan prA vi
1795,"jalapa,sasarka",khotang,bhumesthan prA vi
1796,okhre,okhaldhunga,bhumethan prA vi
1797,dhunge,dhankuta,bhumishwor prA vi
1798,khijidemba,okhaldhunga,bhusinga A vi
1799,bp chowk,jhapa,bibhuti bidya mandir ebs
1800,tamakhe,panchthar,bidhya arjan mA vi
1801,mills area,morang,bidhya bikash A vi
1802,mangsebung,ilam,bidhya sirjanatmak mA vi
1803,chaulakharka,solukhumbu,bidhyadai prA vi
1804,manebhanjyang,okhaldhunga,bidhyakalikadevi b s tilpung
1805,nayabazaar,jhapa,bidhyapani mA vi
1806,bansbari,jhapa,bidhyasadan ebs
1807,chhitatal,khotang,bidhyodaya A vi
1808,maijogmai,ilam,bidhyodaya A vi
1809,damak,jhapa,bidhyodaya A vi
1810,kanakai,jhapa,bidhyodaya ebs
1811,okhar bote,khotang,bidhyodaya mA vi
1812,kaseri,khotang,bidhyodaya prA vi
1813,gauradaha,jhapa,bidhyodaya sishu sadan
1814,bhadrapur-8,jhapa,bidur english boarding vi
1815,hatiya,sankhuwasabha,bidya baradayini prA vi
1816,tilkeni,ilam,bidya A vi
1817,charpate,taplejung,bidya jyoti A vi
1818,gidhaniya,morang,bidya mandir A vi
1819,miklajung rm,panchthar,bidya parishram prA vi
1820,dandakharka,bhojpur,bidya pokhari A vi
1821,kamaltar,bhojpur,bidyadhari basic
1822,krishna mandir,jhapa,bidyalaxmi ebs
1823,harinagar,sunsari,bidyapati academy
1824,aaitabare,panchthar,bidyaprachar mA vi
1825,salleri,sankhuwasabha,bidyashwori prA vi
1826,rawabesi,khotang,bidyodaya A vi
1827,bhojpur,bhojpur,bidyodaya mA vi
1828,bigutar,okhaldhunga,bigutar mA vi
1829,parabari,jhapa,bigyan educational academy
1830,heldubari,jhapa,bigyan jyoti ebs
1831,baksile,bhojpur,bihibare adharvut vi
1832,bhokraha narsing,sunsari,bijay shanti ebs
1833,linkhim,taplejung,bijaya A vi
1834,dashami bazar,ilam,bijaya A vi
1835,charambi,bhojpur,bijaya A vi
1836,chishankhugadhi,okhaldhunga,bijaya A vi
1837,waling,khotang,bijaya prA vi
1838,bijayabas,bhojpur,bijayabas A vi
1839,phakadam,sankhuwasabha,bikas prA vi
1840,hile,dhankuta,bilivers ebs
1841,bimere gaun,morang,bimire prA vi
1842,khotehang,khotang,bina mA vi
1843,"surunga, nayabasti",jhapa,bina montessori vi
1844,ilam municipality,ilam,binapani mA vi
1845,phachchyang,sankhuwasabha,binda basini prA vi
1846,molung,okhaldhunga,bindabasini A vi bildu
1847,ghimiregaun,sankhuwasabha,binod A vi
1848,mamling,sankhuwasabha,binod laligurans ebs
1849,mulkharka,sankhuwasabha,binod mA shool
1850,palashe,ilam,binti binayak A vi
1851,piputhap,taplejung,bipudham A vi
1852,majhitar,okhaldhunga,birarjunekaushika A vi
1853,katardangi,jhapa,birat arjun ebs
1854,kochakhal,morang,birat bahira mA vi biratnagar
1855,birtamod,jhapa,birat A vi
1856,biratnagar,morang,birat co operative english boarding vi
1857,birtamode,jhapa,birat jyoti english boarding mA vi
1858,biratnagar,morang,birat keriya academy
1859,shanihat chowk,morang,birat mahendra ratri mA vi
1860,tole khosha,morang,birat morden public academy
1861,bhediyari,morang,birat prA vi
1862,rasi,sunsari,birat vi
1863,morang,morang,birat shiksha sadan english boarding vi
1864,"munalpath, biratnagar",morang,birat victoriya memorial mA vi
1865,bhantabari,udayapur,birendra aA viidyalaya
1866,tintale,panchthar,birendra A v
1867,domahana,morang,birendra A vi
1868,"sotang-5, sivatar bazar solukhumbu",solukhumbu,birendra jyoti mA vi
1869,tallo ghale gaun,bhojpur,birendra mA vi
1870,rupatar,dhankuta,birendra prA vi
1871,amardaha,morang,birendra sarbajanik mA vi amardha sunawarshi morang
1872,dewalinge,taplejung,birendra mA vi
1873,kaparsuka,ilam,birendra mA vi
1874,aaitabare,ilam,birendra mA vi
1875,bhadrapur,jhapa,birendra mA vi
1876,pidarbani,morang,birendra mA vi
1877,borabandha,morang,birendra mA vi
1878,lakhantari,morang,birendra mA vi
1879,"limchung -3, piple",udayapur,birendrajyoti A vi piple
1880,birtamod,jhapa,birta education foundation
1881,dianiya,morang,bishal ebs
1882,kuntang,sankhuwasabha,bishnu A bidhalaya
1883,rong,ilam,bishnu amar A vi
1884,mandal tole,sunsari,bishnu A vi koshi rural municipality sunsari
1885,biratpokhar,jhapa,bishnu bhagawati english boarding vi
1886,suryodaya,ilam,bishnu jyoti A vi
1887,dibya aacharya line,sunsari,bishnu memorial mA vi dharan
1888,bishnu tole,morang,bishnu prA vi
1889,chyangthapu,panchthar,bishnu mA vi
1890,phuyatappa,ilam,bishnu mA vi
1891,duwadanda,solukhumbu,bishnuchhaya A vi
1892,saune,sankhuwasabha,bishwa jyoti basic level vi
1893,chiraite,sankhuwasabha,bishwapremi A vi
1894,jimigaun,bhojpur,bishwo bidhyodaya A vi
1895,chumlung,khotang,bishwo jyoti A vi
1896,subewa,taplejung,bishwo jyoti A vi
1897,siwai belha,udayapur,bisic vi bellha
1898,hampang,taplejung,bismure A vi
1899,udayapurgadhi,udayapur,biswakanchan A vi adheri
1900,devijung,morang,biswanath sanskrit A vi
1901,balgram,sunsari,bloom nepal vi itahari
1902,bhadrapur road,jhapa,blooming buds montassori
1903,pauwabhanjyang,panchthar,blooming flowers english vi
1904,swagat tole,sunsari,blooming kindergarten montessori vi
1905,simarbana,sunsari,blooming lotus english mA vi
1906,kachankawal,jhapa,blue bells academy
1907,ilam nepal,ilam,blue bells academy
1908,jhalani,jhapa,blue heaven ebs
1909,"arjundhara-2, jhapa",jhapa,blue heaven education foundation english vi arjundhara
1910,udayapur,udayapur,blue line horizon ebs
1911,ekata tole,jhapa,bluebell academy
1912,sayapatri tole,sunsari,boarding mA vidhalaya
1913,sadamtar,dhankuta,bodhe praimary vi
1914,thulung dudhakoshi,solukhumbu,bogal orgen choling gumba
1915,nirmalidanda nagi,khotang,bohoridanda prA vi
1916,thuldhunga,okhaldhunga,bouddha A vi
1917,bouddhadham,ilam,bouddhadham mA vi
1918,mechinagar,jhapa,boudhamode english boarding vi
1919,mirchadangi,morang,bp A vi
1920,rajgunj,sunsari,bp A
1921,harinagar,sunsari,bp A vi
1922,duhabi 4 sunsari,sunsari,bp A vi
1923,veruwa,morang,bp A viidayalay veruwa sunawarshi
1924,duhabi,sunsari,bp A vi
1925,panchakanya,tehrathum,bp A vi chhathar tehrathum
1926,kusaha,sunsari,bp budhmal karma dharma A vi
1927,jamuwa jhora,sunsari,bp memorial prA vi
1928,kalabanzar,morang,bp prA vi
1929,adarsatol,morang,bp prA vi
1930,budhiganga,morang,bp prA vi
1931,bayarban,sunsari,bp prA vi
1932,hardiya,sunsari,bp prA vi
1933,batemara,sunsari,bp prA vi
1934,malbu,solukhumbu,bp prA vi
1935,nechasalyan,solukhumbu,bp sanskrit mA vi
1936,ansari and ram tole,sunsari,bp smriti adharvut v
1937,barbote,panchthar,bp smriti A vi
1938,jorpokhari,panchthar,brahma yogeshor baidik biddhyapith A vi
1939,uranw tole,sunsari,bramhadev uranw mandela smriti basic schoo
1940,birtamode,jhapa,brighfuture montessori
1941,biratnagar,morang,bright angels mA vi
1942,patharisanischare,morang,bright carrer public engboarding vi
1943,kusumgachhi,sunsari,bright english boarding vi
1944,bhorleni,udayapur,bright future academy chaudandigadhi
1945,lumde,ilam,bright future ebs
1946,gahiiri gaun,jhapa,bright future ebs
1947,koshigaupalika,sunsari,bright future ebs
1948,6,sunsari,bright future ebs
1949,shadananda,bhojpur,bright future english boarding vi
1950,itahari sub metropolitan city,sunsari,bright future english vi
1951,siddheswor,bhojpur,bright future english vi
1952,jahada,morang,bright future english vi
1953,lalpur,sunsari,bright future montessori
1954,,sunsari,bright future montessori english vi
1955,chaudandiggadhi napa birendrabazar,udayapur,bright future national ebs birendra bazar siddipur
1956,sundarharaincha,morang,bright future mA vi
1957,chisapani,khotang,bright khotang academy
1958,motiyabari,jhapa,bright star ebs
1959,dandagaun,khotang,bright star ebs
1960,phalelung,panchthar,bright star english vi
1961,pathrisanischare,morang,bright sunrise boarding vi
1962,arjundhara,jhapa,brighter english vi
1963,campusmode,jhapa,brighter star english vi
1964,,sunsari,brilliand ebs
1965,urlabari,morang,brilliant academy
1966,chuhade,udayapur,brilliant academy udayapur
1967,morang,morang,brilliant english boarding vi
1968,paschim bus station,sunsari,brilliant english boarding vi
1969,arjundhara,jhapa,brilliant pupils' mA vi arjundhara
1970,magargaun,panchthar,budanilkantha A vi
1971,suryodaya,ilam,budanilkantha A vi
1972,tumbuk,solukhumbu,buddha academy prA vi
1973,deep path,sunsari,buddha adarsha boarding vi dharan
1974,budhabare,jhapa,buddha adarsha mA vi
1975,sundarharaincha,morang,buddha A vi
1976,gorjatar,taplejung,buddha A vi
1977,chotrok,panchthar,buddha A vi
1978,saguri,ilam,buddha A vi
1979,khangaruvitta,jhapa,buddha A vi
1980,khamlalung,tehrathum,buddha A vi
1981,khijidemba,okhaldhunga,buddha A vi
1982,bouddh dham lamje,okhaldhunga,buddha A vi
1983,sisneri,udayapur,buddha A vi
1984,khasre,okhaldhunga,buddha A vi khasre
1985,neta chowk,morang,buddha ebs
1986,gangate,udayapur,buddha janata prA vi
1987,bomdak,bhojpur,buddha jyoti A vi
1988,jahada,morang,buddha kinder garden public vi
1989,sanibare,udayapur,buddha niketan english bording vi
1990,silichong,sankhuwasabha,buddha prA vi
1991,chhumsur,sankhuwasabha,buddha prA vi
1992,shadananda mun,bhojpur,buddha prA vi
1993,namrek,panchthar,buddha mA vi
1994,bardu,ilam,buddha mA vi
1995,devijhoda,morang,buddha mA vi
1996,sakhuwara,morang,buddha mA vi
1997,birtamod,jhapa,buddha smriti education foundation
1998,hattipaile,panchthar,buddheshwari mA vi
1999,solawan,solukhumbu,buddhi bikash A vi
11000,mera,solukhumbu,buddhi bikash prA vi
11001,dandabazar,dhankuta,buddhi memorial english vi
11002,bhalmanti,udayapur,buddhilal memorial ebs
11003,magar tole,sunsari,budha subba A vi
11004,dharan,sunsari,budha subba english mA vi dharan
11005,simsaro,dhankuta,budha subba prA vi
11006,fagatpur,khotang,budha vairung prA vi
11007,sukeaahal,dhankuta,budhahang prA vi
11008,yadav tole,sunsari,budhani ebs
11009,biratnagar,morang,budhanilakantha mA english vi
11010,tembang,dhankuta,budhi morang A vi
11011,budhigang gapa,morang,budhiganga english vi
11012,sikare,panchthar,budhithan prA vi
11013,chaubise rural municipality,dhankuta,budhuk mA vi
11014,budhuk,panchthar,budhuk prA vi
11015,hadiya,udayapur,budurlal vidya niketan
11016,buksa,solukhumbu,buksa A vi
11017,dhitung,khotang,bulapanthe mA vi
11018,koshi,sunsari,bulbul A vi koshi
11019,aangkhop,taplejung,bungrung A vi
11020,surumkhim,taplejung,burumkhim prA vi
11021,rangeli,morang,calvary english vi
11022,shivasatakshi,jhapa,cambridge mA english vi
11023,dharan-15,sunsari,camellia english boarding vi
11024,canary tole,jhapa,canary academy
11025,triyuga municipality,udayapur,canvas academy udayapur
11026,bp chok,morang,caprose montessory
11027,dharan,sunsari,carmel mA vi
11028,kanyam,ilam,carnation A vi
11029,belbari,morang,center point english vi
