school_id,Potential_School_Name,Potential_School_Name_transliterated,Potential_District_Name,Potential_District_Name_transliterated,Matched_District_Name,Assigned_District_Name
285,नि मा विा वि,ni mA viA vi,खोटाङ,khota~na,khota~na,khota~na
286,राष्टि्य प्रा वि,rAShTiya prA vi,सप्तरी,saptari,saptari,saptari
287,पशुपति प्रा वि,pashupati prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
288,चन्द्रोदय प्रा वि,chandrodaya prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
289,पञ्चकोशी मा वि,pa~nchakoshI mA vi,पर्बत,parbata,parvata,parvata
290,सरस्वती नि मा विा वि,sarasvatI ni mA viA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
291,विष्णु नि मा विा वि,viShNu ni mA viA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
292,राधा दामोदर ज्ञान ज्योती संस्कृत मा वि,rAdhA dAmodara j~nAna jyotI saMskRRita mA vi,स्याङजा,sya~naja,sya~ngaja,sya~ngaja
293,अकला आ वि,akalA A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
294,पार्वती प्रा वि,pArvatI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
295,कालिका प्रा वि,kAlikA prA vi,खोटाङ,khota~na,khota~na,khota~na
296,जय सरस्वती प्रा वि,jaya sarasvatI prA vi,खोटाङ,khota~na,khota~na,khota~na
297,हनुमान प्रसाद शारदा मा वि,hanumAna prasAda shAradA mA vi,सिरहा,siraha,siraha,siraha
298,गंगा जमुना प्रा वि,gaMgA jamunA prA vi,खोटाङ,khota~na,khota~na,khota~na
299,जनता प्रा वि,janatA prA vi,सिरहा,siraha,siraha,siraha
300,श्री जनता आ वि,shrI janatA A vi,धनुषा,dhanusha,dhanusha,dhanusha
301,भगवती दिनानाथ मा वि,bhagavatI dinAnAtha mA vi,खोटाङ,khota~na,khota~na,khota~na
302,आदर्श आ वि,Adarsha A vi,मोरङ,mora~na,mora~na,mora~na
303,महेन्द्रोदय उ मा वि,mahendrodaya u mA vi,खोटाङ,khota~na,khota~na,khota~na
304,जलदेवी प्रा वि,jaladevI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
305,सत्यवती प्रा वि,satyavatI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
306,ंकुमारी प्रा वि,MkumArI prA vi,वि,vi,doti,doti
307,भवानी प्रा वि,bhavAnI prA vi,वि,vi,doti,doti
308,शहिदर्घम नि मा विा वि,shahidarghama ni mA viA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
309,कृष्ण प्रा वि,kRRiShNa prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
310,सीतापाईला मा वि,sItApAIlA mA vi,काठमाडौ,kathamadau,kathamadaum,kathamadaum
311,सहजीवन प्रा वि,sahajIvana prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
312,श्री शान्तिश्रृजना प्रा वि,shrI shAntishrRRijanA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
313,पदमा आ वि,padamA A vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
314,रविचन्द्र प्रा वि,ravichandra prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
315,महेन्द्र मा वि,mahendra mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
316,श्री जयगण्ापति प्रा वि,shrI jayagaNApati prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
317,मीन मा वि,mIna mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
318,कालिका मा वि,kAlikA mA vi,कास्की,kaski,kaski,kaski
319,नव प्रभात मा वि,nava prabhAta mA vi,कास्की,kaski,kaski,kaski
320,हंसवाहिनी मा वि,haMsavAhinI mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
321,शान्ति विद्यागृह मा वि,shAnti vidyAgRRiha mA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
322,कालिका मा वि,kAlikA mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
323,सम्झना प्रा वि,samjhanA prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
324,राधा मा वि,rAdhA mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
325,जनता आ वि,janatA A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
326,जनज्योति आ वि,janajyoti A vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
327,संगम प्रा वि,saMgama prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
328,तिलिचो आ वि,tilicho A vi,मनाङ,mana~na,mana~na,mana~na
329,पारुहाङ शरण प्रा वि,pAruhA~Na sharaNa prA vi,खोटाङ,khota~na,khota~na,khota~na
330,श्री जनता प्रा वि,shrI janatA prA vi,खोटाङ,khota~na,khota~na,khota~na
331,उदय मा वि,udaya mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
332,पञ्चकन्या मा वि,pa~nchakanyA mA vi,मकवानपुर,makavanapura,makavanapura,makavanapura
333,जलपादेवी प्रा वि,jalapAdevI prA vi,मकवानपुर,makavanapura,makavanapura,makavanapura
334,विजय नि मा विा वि,vijaya ni mA viA vi,दोलखा,dolakha,dolakha,dolakha
335,वेदकालिका प्रा वि,vedakAlikA prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
336,कृष्णगंगा नि मा विा वि,kRRiShNagaMgA ni mA viA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
337,कामधेनु आ वि,kAmadhenu A vi,तनुहँ,tanuha.n,tanahu.n,tanahu.n
338,ब्रम्ह आ वि,bramha A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
339,नाग प्रा वि,nAga prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
340,कामघेनु नि मा विा वि,kAmaghenu ni mA viA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
341,जयदुर्गा मा वि,jayadurgA mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
342,शारदा प्रा वि,shAradA prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
343,हिमालया मा वि,himAlayA mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
344,जन जागृति गंगा मा वि,jana jAgRRiti gaMgA mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
345,सिद्धेश्वरी मा वि,siddheshvarI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
346,सरस्वती सदन मा वि,sarasvatI sadana mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
347,उदय मा वि,udaya mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
348,अन्नपुर्ण सीतापोखरी आ वि,annapurNa sItApokharI A vi,कास्की,kaski,kaski,kaski
349,मस्याङदी सामुदायीक आ वि,masyA~NadI sAmudAyIka A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
350,नारायणी नि मा विा वि,nArAyaNI ni mA viA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
351,होमराजलोहनी मा वि,homarAjalohanI mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
352,नया ज्योती प्रा वि,nayA jyotI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
353,आदर्श सरस्वती मा वि,Adarsha sarasvatI mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
354,विन्ध्यवासिनी मा वि,vindhyavAsinI mA vi,कास्की,kaski,kaski,kaski
355,भीमनगर मा वि,bhImanagara mA vi,चितवन,chitavana,chitavana,chitavana
356,बछौली मा वि,baChaulI mA vi,चितवन,chitavana,chitavana,chitavana
357,भँगेरी आ वि,bha.NgerI A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
358,पूर्कोट प्रा वि,pUrkoTa prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
359,अमर ज्योति आ वि,amara jyoti A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
360,हिमालय मा वि,himAlaya mA vi,गोरखा,gorakha,gorakha,gorakha
361,विश्वज्वती प्रा वि,vishvajvatI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
362,क्यामिन मा वि,kyAmina mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
363,गुञ्जनगर मा वि,gu~njanagara mA vi,चितवन,chitavana,chitavana,chitavana
364,शारदा मा वि,shAradA mA vi,चितवन,chitavana,chitavana,chitavana
365,माहादेबता प्रा वि,mAhAdebatA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
366,बुचाखानी नि मा विा वि,buchAkhAnI ni mA viA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
367,शुक्र आ वि,shukra A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
368,सिद्ध आ वि,siddha A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
369,कालिका प्रा वि,kAlikA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
370,धर्म आ वि,dharma A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
371,उदय प्रा वि,udaya prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
372,भैरव आ वि,bhairava A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
373,जनजागृती प्रा वि,janajAgRRitI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
374,शिव मा वि,shiva mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
375,सत्यवती मा वि,satyavatI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
376,भवानी राष्ट्रिय मा वि,bhavAnI rAShTriya mA vi,कैलाली,kailali,kailali,kailali
377,गल्कोट मा वि,galkoTa mA vi,स्याङजा,sya~naja,sya~ngaja,sya~ngaja
378,बाराही प्रा वि,bArAhI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
379,विद्या निकुञ्ज मा वि,vidyA niku~nja mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
380,सरस्वती मा वि,sarasvatI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
381,दिपक प्रा वि,dipaka prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
382,पार्वती मा वि,pArvatI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
383,निर्मल मा वि,nirmala mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
384,चण्डी देवी आ वि,chaNDI devI A vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
385,आदर्श शिक्षा प्रमा वि,Adarsha shikShA pramA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
386,शहिद गंगा मा वि,shahida gaMgA mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
387,भाष्कर प्रा वि,bhAShkara prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
388,कल्याण देवी प्रा वि,kalyANa devI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
389,प्रगती नि मा विा वि,pragatI ni mA viA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
390,जनज्योती मा वि,janajyotI mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
391,गडीभञ्ज्या प्रा वि,gaDIbha~njyA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
392,आँदी बराही प्रा वि,A.NdI barAhI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
393,छाब्दी वारही आ वि,ChAbdI vArahI A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
394,जनसेविका प्रा वि,janasevikA prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
395,रविचन्द्र प्रा वि,ravichandra prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
396,वेदव्यास प्रा वि,vedavyAsa prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
397,महेन्द्रज्योती प्रा वि,mahendrajyotI prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
398,राष्ट्रिय मा वि,rAShTriya mA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
399,अरुण्ा प्रा वि,aruNA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
400,शिव सरस्वती मा वि,shiva sarasvatI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
401,जनप्रिय आ वि,janapriya A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
402,राम प्रा वि,rAma prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
403,वसन्त आ वि,vasanta A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
404,हर्पनकोट मा वि,harpanakoTa mA vi,कास्की,kaski,kaski,kaski
405,देउराली प्रा वि,deurAlI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
406,मर्दशा प्रा वि,mardashA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
407,बालिका प्रा वि,bAlikA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
408,कुस्मावति प्रा वि,kusmAvati prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
409,बाल मन्दिर मा वि,bAla mandira mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
410,सर्वज्योती नि मा विा वि,sarvajyotI ni mA viA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
411,बुद्ध प्रा वि,buddha prA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
412,बज्रयोगनी मा वि,bajrayoganI mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
413,कालिका आ वि,kAlikA A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
414,रामेश्वरी मा वि,rAmeshvarI mA vi,कास्की,kaski,kaski,kaski
415,पञ्चकन्या आ वि,pa~nchakanyA A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
416,गोगन मा वि,gogana mA vi,कास्की,kaski,kaski,kaski
417,तामुङ प्रा वि,tAmu~Na prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
418,पसले आ वि,pasale A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
419,अरुण मा वि,aruNa mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
420,सरस्वती आ वि,sarasvatI A vi,तनुहँ,tanuha.n,tanahu.n,tanahu.n
421,कोतकालिका प्रा वि,kotakAlikA prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
422,सर्वज्योति प्रा वि,sarvajyoti prA vi,तनँहु,tana.nhu,tanahu.n,tanahu.n
423,कालिका मा वि,kAlikA mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
424,भानु संस्कृत मा वि,bhAnu saMskRRita mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
425,कालिका मा वि,kAlikA mA vi,कास्की,kaski,kaski,kaski
426,चन्दि प्रा वि,chandi prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
427,रिषिथुम प्रा वि,riShithuma prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
428,श्रमिक प्रा वि,shramika prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
429,गण्ोश प्रा वि,gaNosha prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
430,भिर्कोट आ वि,bhirkoTa A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
