school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
934,72042,kalika pra vi,kalika pra vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
943,12696,janata ma vi,janata ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
945,73587,sarasvati ma vi,saraswati ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
946,13273,krrishna ma vi,krishna ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
947,15249,shalpa ma vi,salpa ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
948,12305,janaadarsha ma vi,jana adarsha ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
949,32742,jana prabhata ma vi,jana prabhat ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
950,72027,malika ma vi,kalika ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
951,7471,bhairaba pra vi,bhairab pra vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
955,72541,mahendra a vi,mahendra a vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
958,33948,mahendra bhrrikuti ma vi,mahendra bhrikuti ma vi,lalitpur,lalitpur,3.0,"District: complete, School level: complete, Root name: complete"
959,33948,mahendra bhrrikuti ma vi,mahendra bhrikuti ma vi,lalitpur,lalitpur,3.0,"District: complete, School level: complete, Root name: complete"
961,12394,janakalyana naulo vihani pra vi,jana kalyan naulo bihan pra vi,dhankuta,dhankuta,3.0,"District: complete, School level: complete, Root name: complete"
963,51228,devisthana pra vi,devisthan pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
820,15184,sagaramatha pra vi,sagarmatha pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
819,11952,himalaya a vi,himalaya a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
818,12346,janajagrriti ma vi,jana jagriti ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
701,41681,janajagrriti ma vi,jana jagriti ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
691,42466,mahavidyajana ma vi,maha vidhyajan ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
692,41659,janata pra vi,jana ekta pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
693,4982,deurali a vi,deurali a vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
694,4750,buddha ma vi,buddha ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
696,4284,vala kalyana pra vi,bal kalyan pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
697,4497,bhairava ma vi,bhairab ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
698,43117,prajatantra pra vi,prajatantra pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
700,41677,janajagrriti a vi,jana jagriti a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
702,41659,janata pra vi,jana ekta pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
817,21505,janata ma vi,janata ma vi,siraha,siraha,3.0,"District: complete, School level: complete, Root name: complete"
710,42092,malika a vi,kalika a vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
711,42299,laharepipala ma vi,lahare pipal ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
712,44548,vidyamandira ma vi,vidhya mandir ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
713,41768,janakalyana pra vi,jana kalyan pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
714,42050,jyotipunja pra vi,jyoti punja pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
717,13265,krrishna ma vi,krishna ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
719,12307,janata a vi,jana a vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
720,12686,janata ma vi,janata ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
690,41461,hari u ma vi,hari ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
689,4390,barahathana pra vi,barahathan pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
687,42974,pandavakhani ma vi,pandavkhani ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
686,4916,chola~na pra vi,cholang pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
663,4476,bhagavati pra vi,bhagawati pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
664,41664,janajagarana pra vi,jana jagaran pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
666,41772,janakalyana ma vi,jana kalyan ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
667,41961,janata ma vi,janata ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
669,42702,mulapani ma vi,mulpani ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
670,42100,kalika kanya mandira ma vi,kalika kanya mandir ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
671,43312,samdi pra vi,sagdi pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
672,44347,suntalachaura ma vi,suntalachaur ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
673,43726,shivalaya ma vi,shivalaya ma vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
675,42,aditya pra vi,aaditya pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
676,42769,navayuvaka a vi,navayoubak a vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
678,42265,krrishna pra vi,krishna pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
679,41508,shivalaya pra vi,himalaya pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
680,41809,janapriya pra vi,jana priya pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
681,4301,balamandira a vi,bal mandir a vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
684,4788,chandachandranagara pra vi,chanda chandra nagar pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
685,44535,upallachaura a vi,upallachaur a vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
730,15729,shamkheshvari ma vi,shankheshwari ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
731,14988,ramcheniketana ma vi,ramche niketan ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
732,33530,koteshvara sarasvati ma vi,koteswar saraswati ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
784,15190,sagaramatha ma vi,sagarmatha ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
787,12406,janakalyana pra vi,jana kalyan pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
790,12438,janasamuha pra vi,jana samuha pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
791,35285,radhakrrishna a vi,radha krishna a vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
792,12879,junaveshi ma vi,junbeshi ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
795,11975,himalaya ma vi,himalaya ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
797,16482,shishu kalyana a vi,shree sishu kalyan a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
799,11079,chandrajyoti a vi,chandra jyoti a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
801,15390,sarasvati ma vi,saraswati ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
802,11466,dudhakoshi a vi,dudh koshi a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
803,17259,tinakanya a vi,tin kanya a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
807,11348,dhanakanya pra vi,dhana kanya pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
808,15095,rigelmu a vi,rigelmu a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
810,13197,khidima pra vi,khidima pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
812,12696,janata ma vi,janata ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
814,11473,dudhakunda pra vi,dudh kunda pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
815,1645,bhagavati a vi,bhagawati a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
816,17150,shushila devi pra vi,sushila devi pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
785,1139,amara shahida pra vi,amar sahid pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
782,12948,kalika ma vi,kalika ma vi,okhaldhunga,okhaldhunga,3.0,"District: complete, School level: complete, Root name: complete"
736,5417,balakalyana a vi,bal kalyan a vi,dang,dang,3.0,"District: complete, School level: complete, Root name: complete"
779,12308,jana bahumukhi pra vi,jana bahumukhi pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
738,11965,himala laligura.nsa pra vi,himalaya laligurans pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
740,11662,gauripa~nchakanya a vi,gauri pancha kanya a vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
742,52428,janata pra vi,janata pra vi,dang,dang,3.0,"District: complete, School level: complete, Root name: complete"
744,11466,dudhakoshi a vi,dudh koshi a vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
747,11066,chandeshvari pra vi,chandeshwori pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
749,1491,balakanya ni ma via vi,balkanya ma via,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
750,16756,simhadevi a vi,singha devi a vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
754,17262,tinadhare pra vi,tindhare pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
755,15500,sarasvati ma vi,saraswati ma vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
757,14147,naragrama ma vi,naragram ma vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
760,13673,mahamkala pra vi,mahakal pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
761,1811,vidyodaya ma vi,bidhyodaya ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
762,13032,kalika pra vi,kalika pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
766,16633,siddhartha pra vi,siddhartha pra vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
774,11081,mahendra jyoti ma vi,chandra jyoti ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
777,12899,jyoti a vi,jyoti a vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
778,17168,taksindu ma vi,taksindu ma vi,solukhumbu,solukhumbu,3.0,"District: complete, School level: complete, Root name: complete"
353,43752,adarsha sarasvati ma vi,shree adarsha saraswati ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
1004,62116,indrajyoti pra vi,nara jyoti pra vi,jajarkot,jajarkot,3.0,"District: complete, School level: complete, Root name: complete"
160,11910,hattitara a vi,hattitar a vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
97,1652,bhagavati ma vi,bhagawati ma vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
247,33305,kamadhenu ma vi,kamdhenu ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
92,167,adarsha ma vi,adarsha ma vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
246,12127,janajyoti a vi,jajnajoti a vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
245,14799,prabodha ma vi,prabodh ma vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
