school_id	school_transliterated	school_1_transliterated	School_level_transliterated	School_name_transliterated	Location_transliterated	Potential_district_transliterated	Location_1_transliterated
196	siddha devi prathamika vidhalaya puvamajuva, ilama	siddha devi pravi puvamajuva ilama	pravi	siddha devi	puvamajuva ilama	ilama	puvamajuva
197	siddhadeumai nimna madhyamika vidhalaya chayaita, ilama	siddhadeumai nimavi chayaita ilama	nimavi	siddhadeumai	chayaita ilama	ilama	chayaita
198	dambara devi madhyamika vidyalaya, ilama	dambara devi mavi ilama	mavi	dambara devi	ilama	ilama	
199	mahendra madhyamika vidyalaya, tanahu.n	mahendra mavi tanahu.n.n	mavi	mahendra	tanahu.n.n	tanahu.n.n	
200	narayanachaura pra vi, tanahu	narayanachaura pravi tanahu.n	pravi	narayanachaura	tanahu.n	tanahu.n	
201	salleri pra॰vi॰, ilama	salleri pravi ilama	pravi	salleri	ilama	ilama	
202	janata prathamika vidyalaya chamaita, ilama	janata pravi chamaita ilama	pravi	janata	chamaita ilama	ilama	chamaita
203	simhadevi madhyamika vidyalaya, ilama	simhadevi mavi ilama	mavi	simhadevi	ilama	ilama	
204	bhrrikuti madhyamika vidhalaya, tanahu.n	bhrrikuti mavi tanahu.n.n	mavi	bhrrikuti	tanahu.n.n	tanahu.n.n	
205	janasahayogi madhyamika vidyalaya bhanu na॰pa॰, tanahu.n	janasahayogi mavi bhanu na pa tanahu.n.n	mavi	janasahayogi	bhanu na pa tanahu.n.n	tanahu.n.n	bhanu na pa
206	dullabha madhyamika vidyalaya masela, gorakha	dullabha mavi masela gorakha	mavi	dullabha	masela gorakha	gorakha	masela
207	jivana jyoti madhyamika vidyalaya, kaphalada.nda, gorakha	jivana jyoti mavi kaphalada.nda gorakha	mavi	jivana jyoti	kaphalada.nda gorakha	gorakha	kaphalada.nda
208	hiramani adharabhuta vidyalaya, tanahu.n	hiramani avi tanahu.n.n	avi	hiramani	tanahu.n.n	tanahu.n.n	
209	chisopani madhyamika vidyalaya, ma~nasebu~na, ilama	chisopani mavi ma~nasebu~na ilama	mavi	chisopani	ma~nasebu~na ilama	ilama	ma~nasebu~na
210	janata jayasavala madhyamika vidyalaya godara, dhanusha	janata jayasavala mavi godara dhanusha	mavi	janata jayasavala	godara dhanusha	dhanusha	godara
211	madhyamika vidyalaya digambarapura dhanusha	mavi digambarapura dhanusha	mavi	mavi	digambarapura dhanusha	dhanusha	digambarapura
212	buddhashanti madhyamika vidyalaya, rapti, chitavana	buddhashanti mavi rapti chitavana	mavi	buddhashanti	rapti chitavana	chitavana	rapti
213	bashahasthana ma bi, tanahu	bashahasthana mavi tanahu.n	mavi	bashahasthana	tanahu.n	tanahu.n	
214	anandajyoti madhyamika vidyalaya pokhara, kaski	anandajyoti mavi pokhara kaski	mavi	anandajyoti	pokhara kaski	kaski	pokhara
215	lakshmi ni ma vi, tanahu	lakshmi nimavi tanahu.n	nimavi	lakshmi	tanahu.n	tanahu.n	
216	gorakha adharabhuta vidyalaya, samalavu~nga, ilama	gorakha avi samalavu~nga ilama	avi	gorakha	samalavu~nga ilama	ilama	samalavu~nga
217	simhaadarsha pra॰vi॰, ilama	simhaadarsha pravi ilama	pravi	simhaadarsha	ilama	ilama	
218	pya~nga madhyamika vidyalaya pya~na kutida.nda, ilama	pya~nga mavi pya~na kutida.nda ilama	mavi	pya~nga	pya~na kutida.nda ilama	ilama	pya~na kutida.nda
219	jyoti prathamika vidhalaya jogamai, ilama	jyoti pravi jogamai ilama	pravi	jyoti	jogamai ilama	ilama	jogamai
220	mahendri u॰ madhyamika vidhalaya, tanahu.n	mahendri mavi tanahu.n.n	mavi	mahendri	tanahu.n.n	tanahu.n.n	
221	annapurna madhyamika vidyalaya, gorakha	annapurna mavi gorakha	mavi	annapurna	gorakha	gorakha	
222	amarakalyana madhyamika vidyalaya, maijaegamai, ilama	amarakalyana mavi maijaegamai ilama	mavi	amarakalyana	maijaegamai ilama	ilama	maijaegamai
223	kapiya u॰ madhyamika vidhalaya, kumaroja chitavana	kapiya mavi kumaroja chitavana	mavi	kapiya	kumaroja chitavana	chitavana	kumaroja
224	ratnarajya madhyamika vidyalaya, baneshvara, kathamadaum	ratnarajya mavi baneshvara kathamadaum	mavi	ratnarajya	baneshvara kathamadaum	kathamadaum	baneshvara
225	niranajana pra vi	niranajana pravi	pravi	niranajana			
226	birendra u॰ madhyamika vidhalaya kumari-3, nuvakota	birendra mavi kumari nuvakota	mavi	birendra	kumari nuvakota	nuvakota	kumari
227	amrrita adharabhuta vidyalaya, tanahu.n	amrrita avi tanahu.n.n	avi	amrrita	tanahu.n.n	tanahu.n.n	
228	shantipura madhyamika vidyalaya shantipura, ilama	shantipura mavi shantipura ilama	mavi	shantipura	shantipura ilama	ilama	shantipura
229	kailasha pra॰vi॰, ilama	kailasha pravi ilama	pravi	kailasha	ilama	ilama	
230	chanidaka pra vi, tanahu	chanidaka pravi tanahu.n	pravi	chanidaka	tanahu.n	tanahu.n	
231	indradevi ni ma vi, tanahu	indradevi nimavi tanahu.n	nimavi	indradevi	tanahu.n	tanahu.n	
232	ra pra vi divanagara, chitavana	ra pravi divanagara chitavana	pravi	ra	divanagara chitavana	chitavana	divanagara
233	kaligamga madhyamika vidyalaya, baidi, tanahu.n	kaligamga mavi baidi tanahu.n.n	mavi	kaligamga	baidi tanahu.n.n	tanahu.n.n	baidi
234	arunodaya adharabhuta vidyalaya, shantipura, ilama	arunodaya avi shantipura ilama	avi	arunodaya	shantipura ilama	ilama	shantipura
235	balakesha madhyamika vidyalaya, devaghata, tanahu.n	balakesha mavi devaghata tanahu.n.n	mavi	balakesha	devaghata tanahu.n.n	tanahu.n.n	devaghata
236	narayana prathamika vidhalaya, simalachaura tanahu.n	narayana pravi simalachaura tanahu.n.n	pravi	narayana	simalachaura tanahu.n.n	tanahu.n.n	simalachaura
237	amara prathamika vidyalaya, vyasa, tanahu.n	amara pravi vyasa tanahu.n.n	pravi	amara	vyasa tanahu.n.n	tanahu.n.n	vyasa
238	bhimasuna adharabhuta vidyalaya sandakapura, ilama	bhimasuna avi sandakapura ilama	avi	bhimasuna	sandakapura ilama	ilama	sandakapura
239	shivamai madhyamika vidhalaya naya.nbajara -3 ilama	shivamai mavi naya.nbajara ilama	mavi	shivamai	naya.nbajara ilama	ilama	naya.nbajara
240	guru~nagaum pra॰vi, ilama	guru~nagaum pravi ilama	pravi	guru~nagaum	ilama	ilama	
241	kankai madhyamika vidyalaya, ilama	kankai mavi ilama	mavi	kankai	ilama	ilama	
242	laligura.nsa pra॰vi, khota~na	laligura.nsa pravi khota~na	pravi	laligura.nsa	khota~na	khota~na	
243	kamala pra vi, tanahu	kamala pravi tanahu.n	pravi	kamala	tanahu.n	tanahu.n	
244	krrishnalaya adharabhuta vidyalaya, vyasa, tanahu.n	krrishnalaya avi vyasa tanahu.n.n	avi	krrishnalaya	vyasa tanahu.n.n	tanahu.n.n	vyasa
245	prabodha madhyamika vidyalaya, mabu, ilama	prabodha mavi mabu ilama	mavi	prabodha	mabu ilama	ilama	mabu
246	janajyoti adharabhuta vidyalaya jantedhu~nga ga॰pa॰, khota~na	janajyoti avi jantedhu~nga ga pa khota~na	avi	janajyoti	jantedhu~nga ga pa khota~na	khota~na	jantedhu~nga ga pa
247	kamadhenu ma vi, kathamadaum	kamadhenu mavi kathamadaum	mavi	kamadhenu	kathamadaum	kathamadaum	
248	adharabhuta vidyalaya, dhanusha	avi dhanusha	avi	avi	dhanusha	dhanusha	
249	gorkha kalika adharabhuta vidyalaya tanahu.n	gorkha kalika avi tanahu.n.n	avi	gorkha kalika	tanahu.n.n	tanahu.n.n	
250	kalika adharabhuta vidyalaya devaghata, chitavana	kalika avi devaghata chitavana	avi	kalika	devaghata chitavana	chitavana	devaghata
251	parvati adharabhuta vidyalaya rupakota, khota~na	parvati avi rupakota khota~na	avi	parvati	rupakota khota~na	khota~na	rupakota
252	madhyamika vidhalaya	mavi	mavi	mavi			
253	adarsha shiksha madhyamika vidyalaya, tanahu.n	adarsha shiksha mavi tanahu.n.n	mavi	adarsha shiksha	tanahu.n.n	tanahu.n.n	
254	chanrdodaya pra vi, tanahu	chanrdodaya pravi tanahu.n	pravi	chanrdodaya	tanahu.n	tanahu.n	
255	prrithvi u॰ madhyamika vidhalaya, khota~na	prrithvi mavi khota~na	mavi	prrithvi	khota~na	khota~na	
256	mahendrodaya madhyamika vidyalaya halesi, khota~na	mahendrodaya mavi halesi khota~na	mavi	mahendrodaya	halesi khota~na	khota~na	halesi
257	sarasvati ni ma vi, khota~na	sarasvati nimavi khota~na	nimavi	sarasvati	khota~na	khota~na	
258	jana vikasa pra॰vi, khota~na	jana vikasa pravi khota~na	pravi	jana vikasa	khota~na	khota~na	
259	sarasvati, khota~na	sarasvati khota~na		sarasvati khota~na			
260	bauddha adharabhuta vidyalaya aiselukharka ga॰pa॰, khota~na	bauddha avi aiselukharka ga pa khota~na	avi	bauddha	aiselukharka ga pa khota~na	khota~na	aiselukharka ga pa
261	deurali u॰ madhyamika vidhalaya, khota~na	deurali mavi khota~na	mavi	deurali	khota~na	khota~na	
262	janata madhyamika vidyalaya sukhipura, siraha	janata mavi sukhipura siraha	mavi	janata	sukhipura siraha	siraha	sukhipura
263	sarasvati prathamika vidyalaya, shuklagandaki na॰pa॰, tanahu.n	sarasvati pravi shuklagandaki na pa tanahu.n.n	pravi	sarasvati	shuklagandaki na pa tanahu.n.n	tanahu.n.n	shuklagandaki na pa
264	shanti prathamika vidyalaya bandipura, tanahu.n	shanti pravi bandipura tanahu.n.n	pravi	shanti	bandipura tanahu.n.n	tanahu.n.n	bandipura
265	krrishna u॰ madhyamika vidhalaya, gajarakota tanahu.n	krrishna mavi gajarakota tanahu.n.n	mavi	krrishna	gajarakota tanahu.n.n	tanahu.n.n	gajarakota
266	jana kalyana pra vi, mana~na	jana kalyana pravi mana~na	pravi	jana kalyana	mana~na	mana~na	
267	ghataveshi adharabhuta vidyalaya bhimasena, gorakha	ghataveshi avi bhimasena gorakha	avi	ghataveshi	bhimasena gorakha	gorakha	bhimasena
268	shikhara jyoti prathamika vidyalaya, vayapani harmi, gorakha	shikhara jyoti pravi vayapani harmi gorakha	pravi	shikhara jyoti	vayapani harmi gorakha	gorakha	vayapani harmi
269	chandika adharabhuta vidyalaya, vu~nakota, gaerakha	chandika avi vu~nakota gaerakha	avi	chandika	vu~nakota gaerakha	gaerakha	vu~nakota
270	amara nimna madhyamika vidhalaya tallo, tanahu.n	amara nimavi tallo tanahu.n.n	nimavi	amara	tallo tanahu.n.n	tanahu.n.n	tallo
271	shamkara prathamika vidyalaya, vyasa, tanahu.n	shamkara pravi vyasa tanahu.n.n	pravi	shamkara	vyasa tanahu.n.n	tanahu.n.n	vyasa
272	naya.n jyoti prathamika vidyalaya vyasa na॰pa॰, tanahu.n	naya.n jyoti pravi vyasa na pa tanahu.n.n	pravi	naya.n jyoti	vyasa na pa tanahu.n.n	tanahu.n.n	vyasa na pa
273	jaladevi madhyamika vidyalaya, vyasa, tanahu.n	jaladevi mavi vyasa tanahu.n.n	mavi	jaladevi	vyasa tanahu.n.n	tanahu.n.n	vyasa
274	pelu~na prathamika vidyalaya nirmalida.nda, khota~na	pelu~na pravi nirmalida.nda khota~na	pravi	pelu~na	nirmalida.nda khota~na	khota~na	nirmalida.nda
275	janata madhyamika vidyalaya halesi tuvachu~na na॰pa॰, khaeta~na	janata mavi halesi tuvachu~na na pa khaeta~na	mavi	janata	halesi tuvachu~na na pa khaeta~na	khaeta~na	halesi tuvachu~na na pa
276	mahendra jyoti madhyamika vidyalaya, shishaghata, tanahu.n	mahendra jyoti mavi shishaghata tanahu.n.n	mavi	mahendra jyoti	shishaghata tanahu.n.n	tanahu.n.n	shishaghata
277	chandi niketana pra॰vi, khota~na	chandi niketana pravi khota~na	pravi	chandi niketana	khota~na	khota~na	
278	sasu niketana prathamika vidyalaya, khamadada, yamkha, khota~na	sasu niketana pravi khamadada yamkha khota~na	pravi	sasu niketana	khamadada yamkha khota~na	khota~na	khamadada yamkha
279	nava jyoti pra vi	nava jyoti pravi	pravi	nava jyoti			
280	mahendra madhyamika vidhalaya dhora bhusunapura tanahu.n	mahendra mavi dhora bhusunapura tanahu.n.n	mavi	mahendra	dhora bhusunapura tanahu.n.n	tanahu.n.n	dhora bhusunapura
281	jaladevi adharabhuta vidyalaya, va॰su॰purva navalaparasi	jaladevi avi va su purva navalaparasi	avi	jaladevi	va su purva navalaparasi	navalaparasi	va su purva
282	ratna jyoti adharabhuta vidyalaya, tanahu.n	ratna jyoti avi tanahu.n.n	avi	ratna jyoti	tanahu.n.n	tanahu.n.n	
283	vijaya pra॰ vi, khota~na	vijaya pravi khota~na	pravi	vijaya	khota~na	khota~na	
284	janata adharabhuta vidyalaya, mahadeva, siraha	janata avi mahadeva siraha	avi	janata	mahadeva siraha	siraha	mahadeva
285	ni ma vi, khota~na	nimavi khota~na	nimavi	nimavi	khota~na	khota~na	
286	rashtiya prathamika vidyalaya, saptari	rashtiya pravi saptari	pravi	rashtiya	saptari	saptari	
287	pashupati prathamika vidyalaya shuklagandaki, tanahu.n	pashupati pravi shuklagandaki tanahu.n.n	pravi	pashupati	shuklagandaki tanahu.n.n	tanahu.n.n	shuklagandaki
288	chandrodaya prathamika vidyalaya bhanu tanahu.n	chandrodaya pravi bhanu tanahu.n.n	pravi	chandrodaya	bhanu tanahu.n.n	tanahu.n.n	bhanu
289	pa~nchakoshi madhyamika vidyalaya, parbata	pa~nchakoshi mavi parbata	mavi	pa~nchakoshi	parbata	parbata	
290	sarasvati nimna madhyamika vidhalaya bhirkota, tanahu.n	sarasvati nimavi bhirkota tanahu.n.n	nimavi	sarasvati	bhirkota tanahu.n.n	tanahu.n.n	bhirkota
291	vishnu nimna madhyamika vidhalaya, tanahu	vishnu nimavi tanahu.n	nimavi	vishnu	tanahu.n	tanahu.n	
292	radha damodara j~nana jyoti samskrrita madhyamika vidyalaya, sa.nkhara, sya~naja	radha damodara j~nana jyoti samskrrita mavi sa.nkhara sya~naja	mavi	radha damodara j~nana jyoti samskrrita	sa.nkhara sya~naja	sya~naja	sa.nkhara
293	akala adharabhuta vidyalaya, a.nbukhaireni, tanahu.n	akala avi a.nbukhaireni tanahu.n.n	avi	akala	a.nbukhaireni tanahu.n.n	tanahu.n.n	a.nbukhaireni
294	parvati prathamika vidyalaya, tanahu.n	parvati pravi tanahu.n.n	pravi	parvati	tanahu.n.n	tanahu.n.n	
295	kalika prathamika vidhalaya, damkhu baksila -1 khota~na	kalika pravi damkhu baksila khota~na	pravi	kalika	damkhu baksila khota~na	khota~na	damkhu baksila
296	jaya sarasvati pra॰vi, khota~na	jaya sarasvati pravi khota~na	pravi	jaya sarasvati	khota~na	khota~na	
297	hanumana prasada sharada madhyamika vidyalaya, inarva, siraha	hanumana prasada sharada mavi inarva siraha	mavi	hanumana prasada sharada	inarva siraha	siraha	inarva
298	gamga jamuna pra॰vi, khota~na	gamga jamuna pravi khota~na	pravi	gamga jamuna	khota~na	khota~na	
299	janata prathamika vidyalaya, pokhariya, siraha	janata pravi pokhariya siraha	pravi	janata	pokhariya siraha	siraha	pokhariya
300	shri janata adharabhuta vidyalaya, dhanusha	shri janata avi dhanusha	avi	shri janata	dhanusha	dhanusha	
301	bhagavati dinanatha madhyamika vidyalaya, khota~nabajara, khota~na	bhagavati dinanatha mavi khota~nabajara khota~na	mavi	bhagavati dinanatha	khota~nabajara khota~na	khota~na	khota~nabajara
302	adarsha adharabhuta vidyalaya, sundaraharaimcha, mora~na	adarsha avi sundaraharaimcha mora~na	avi	adarsha	sundaraharaimcha mora~na	mora~na	sundaraharaimcha
303	mahendrodaya u॰ madhyamika vidhalaya, da.ndagau.n okhre, khota~na	mahendrodaya mavi da.ndagau.n okhre khota~na	mavi	mahendrodaya	da.ndagau.n okhre khota~na	khota~na	da.ndagau.n okhre
304	jaladevi prathamika vidyalaya, jamdi tanahu.n	jaladevi pravi jamdi tanahu.n.n	pravi	jaladevi	jamdi tanahu.n.n	tanahu.n.n	jamdi
305	satyavati prathamika vidyalaya, rupakota, vilauni, tanahu.n	satyavati pravi rupakota vilauni tanahu.n.n	pravi	satyavati	rupakota vilauni tanahu.n.n	tanahu.n.n	rupakota vilauni
306	mkumari pra vi	mkumari pravi	pravi	mkumari			
307	bhavani pra vi	bhavani pravi	pravi	bhavani			
308	shahidarghama ni ma vi, tanahu	shahidarghama nimavi tanahu.n	nimavi	shahidarghama	tanahu.n	tanahu.n	
309	krrishna prathamika vidhalaya, ratanapura tanahu.n	krrishna pravi ratanapura tanahu.n.n	pravi	krrishna	ratanapura tanahu.n.n	tanahu.n.n	ratanapura
310	sitapaila madhyamika vidyalaya, sitapaila kathamadau	sitapaila mavi sitapaila kathamadau	mavi	sitapaila	sitapaila kathamadau	kathamadau	sitapaila
311	sahajivana prathamika vidhalaya, risti -3 tanuhu.n	sahajivana pravi risti tanahu.n	pravi	sahajivana	risti tanahu.n	tanahu.n	risti
312	shri shantishrrrijana pra vi, tanahu	shri shantishrrrijana pravi tanahu.n	pravi	shri shantishrrrijana	tanahu.n	tanahu.n	
313	padama adharabhuta vidyalaya vandipura, tanahu.n	padama avi vandipura tanahu.n	avi	padama	vandipura tanahu.n	tanahu.n	vandipura
314	ravichandra prathamika vidyalaya myagde ga॰pa॰, tanahu.n	ravichandra pravi myagde ga pa tanahu.n.n	pravi	ravichandra	myagde ga pa tanahu.n.n	tanahu.n.n	myagde ga pa
315	mahendra madhyamika vidhalaya raipura, tanahu.n	mahendra mavi raipura tanahu.n.n	mavi	mahendra	raipura tanahu.n.n	tanahu.n.n	raipura
316	shri jayaganapati pra vi, tanahu	shri jayaganapati pravi tanahu.n	pravi	shri jayaganapati	tanahu.n	tanahu.n	
317	mina madhyamika vidyalaya tharpu tanahu.n	mina mavi tharpu tanahu.n.n	mavi	mina	tharpu tanahu.n.n	tanahu.n.n	tharpu
318	kalika madhyamika vidhalaya bharatapokhari, kaski	kalika mavi bharatapokhari kaski	mavi	kalika	bharatapokhari kaski	kaski	bharatapokhari
319	nava prabhata madhyamika vidhalaya, naya.n bajara, pokhara kaski	nava prabhata mavi naya.n bajara pokhara kaski	mavi	nava prabhata	naya.n bajara pokhara kaski	kaski	naya.n bajara pokhara
320	hamsavahini ma vi, tanahu	hamsavahini mavi tanahu.n	mavi	hamsavahini	tanahu.n	tanahu.n	
321	shanti vidyagrriha madhyamika vidyalaya, lainachaura, kathamadaum	shanti vidyagrriha mavi lainachaura kathamadaum	mavi	shanti vidyagrriha	lainachaura kathamadaum	kathamadaum	lainachaura
322	kalika madhyamika vidyalaya, bhanu na॰pa॰, tanahu.n	kalika mavi bhanu na pa tanahu.n.n	mavi	kalika	bhanu na pa tanahu.n.n	tanahu.n.n	bhanu na pa
323	samjhana prathamika vidyalaya, tanahu.n	samjhana pravi tanahu.n.n	pravi	samjhana	tanahu.n.n	tanahu.n.n	
324	radha uchcha madhyamika vidhalaya tanahu.n	radha mavi vi tanahu.n.n	mavi	radha	vi tanahu.n.n	tanahu.n.n	vi
325	janata adharabhuta vidyalaya, vyasa, tanahu.n	janata avi vyasa tanahu.n.n	avi	janata	vyasa tanahu.n.n	tanahu.n.n	vyasa
326	janajyoti adharabhuta vidyalaya, devaghata, si~nchya~nga, tanahu.n	janajyoti avi devaghata si~nchya~nga tanahu.n	avi	janajyoti	devaghata si~nchya~nga tanahu.n	tanahu.n	devaghata si~nchya~nga
327	samgama pra vi, tanahu	samgama pravi tanahu.n	pravi	samgama	tanahu.n	tanahu.n	
328	tilicho adharabhuta vidyalaya, kha~nsara mana~na	tilicho avi kha~nsara mana~na	avi	tilicho	kha~nsara mana~na	mana~na	kha~nsara
329	paruha~na sharana prathamika vidyalaya, khota~na	paruha~na sharana pravi khota~na	pravi	paruha~na sharana	khota~na	khota~na	
330	shri janata pra vi, khota~na	shri janata pravi khota~na	pravi	shri janata	khota~na	khota~na	
331	udaya madhyamika vidyalaya, vyasa, tanahu.n	udaya mavi vyasa tanahu.n.n	mavi	udaya	vyasa tanahu.n.n	tanahu.n.n	vyasa
332	pa~nchakanya madhyamika vidyalaya, makavanapura	pa~nchakanya mavi makavanapura	mavi	pa~nchakanya	makavanapura	makavanapura	
333	jalapadevi pra vi, makavanapura	jalapadevi pravi makavanapura	pravi	jalapadevi	makavanapura	makavanapura	
334	vijaya ni ma vi, dolakha	vijaya nimavi dolakha	nimavi	vijaya	dolakha	dolakha	
335	vedakalika prathamika vidyalaya, tanahu.n	vedakalika pravi tanahu.n.n	pravi	vedakalika	tanahu.n.n	tanahu.n.n	
336	krrishnagamga nimna madhyamika vidhalaya, ramjakota -9 tanahu.n	krrishnagamga nimavi ramjakota tanahu.n.n	nimavi	krrishnagamga	ramjakota tanahu.n.n	tanahu.n.n	ramjakota
337	kamadhenu adharabhuta vidyalaya, tanuha.n	kamadhenu avi tanuha.n	avi	kamadhenu	tanuha.n	tanuha.n	
338	bramha adharabhuta vidyalaya va॰su॰purva navalaparasi	bramha avi va su purva navalaparasi	avi	bramha	va su purva navalaparasi	navalaparasi	va su purva
339	naga prathamika vidyalaya rrishi~na ga॰pa॰, tanahu.n	naga pravi rrishi~na ga pa tanahu.n.n	pravi	naga	rrishi~na ga pa tanahu.n.n	tanahu.n.n	rrishi~na ga pa
340	kamaghenu ni ma vi, tanahu	kamaghenu nimavi tanahu.n	nimavi	kamaghenu	tanahu.n	tanahu.n	
341	jayadurga madhyamika vidyalaya, tanahu.n	jayadurga mavi tanahu.n	mavi	jayadurga	tanahu.n	tanahu.n	
342	sharada prathamika vidhalaya bhagavatipura, tanahu.n	sharada pravi bhagavatipura tanahu.n.n	pravi	sharada	bhagavatipura tanahu.n.n	tanahu.n.n	bhagavatipura
343	himalaya ma bi, tanahu	himalaya mavi tanahu.n	mavi	himalaya	tanahu.n	tanahu.n	
344	jana jagrriti gamga madhyamika vidyalaya vyasa na॰pa॰, tanahu.n	jana jagrriti gamga mavi vyasa na pa tanahu.n.n	mavi	jana jagrriti gamga	vyasa na pa tanahu.n.n	tanahu.n.n	vyasa na pa
345	siddheshvari madhyamika vidhalaya, kamalabari tanahu.n	siddheshvari mavi kamalabari tanahu.n.n	mavi	siddheshvari	kamalabari tanahu.n.n	tanahu.n.n	kamalabari
346	sarasvati sadana ma bi, tanahu	sarasvati sadana mavi tanahu.n	mavi	sarasvati sadana	tanahu.n	tanahu.n	
347	udaya ma vi, tanahu	udaya mavi tanahu.n	mavi	udaya	tanahu.n	tanahu.n	
348	annapurna sitapokhari adharabhuta vidyalaya, kaski	annapurna sitapokhari avi kaski	avi	annapurna sitapokhari	kaski	kaski	
349	masya~nadi samudayika adharabhuta vidyalaya, tanahu.n	masya~nadi samudayika avi tanahu.n.n	avi	masya~nadi samudayika	tanahu.n.n	tanahu.n.n	
350	narayani nimna madhyamika vidhalaya varabha~njya~na, tanahu.n	narayani nimavi varabha~njya~na tanahu.n.n	nimavi	narayani	varabha~njya~na tanahu.n.n	tanahu.n.n	varabha~njya~na
351	homarajalohani ma bi, tanahu	homarajalohani mavi tanahu.n	mavi	homarajalohani	tanahu.n	tanahu.n	
352	naya jyoti pra vi, tanahu	naya jyoti pravi tanahu.n	pravi	naya jyoti	tanahu.n	tanahu.n	
353	adarsha sarasvati ma bi, tanahu	adarsha sarasvati mavi tanahu.n	mavi	adarsha sarasvati	tanahu.n	tanahu.n	
354	vindhyavasini madhyamika vidyalaya, barapatana, kaski	vindhyavasini mavi barapatana kaski	mavi	vindhyavasini	barapatana kaski	kaski	barapatana
355	bhimanagara madhyamika vidyalaya bhimanagara, chitavana	bhimanagara mavi bhimanagara chitavana	mavi	bhimanagara	bhimanagara chitavana	chitavana	bhimanagara
356	bachauli madhyamika vidyalaya, chitavana	bachauli mavi chitavana	mavi	bachauli	chitavana	chitavana	
357	bha.ngeri adharabhuta vidyalaya bandipura, tanahu.n	bha.ngeri avi bandipura tanahu.n.n	avi	bha.ngeri	bandipura tanahu.n.n	tanahu.n.n	bandipura
358	purkota pra॰ vi॰, tanahu	purkota pravi tanahu.n	pravi	purkota	tanahu.n	tanahu.n	
359	amara jyoti adharabhuta vidyalaya vyasa, tanahu.n	amara jyoti avi vyasa tanahu.n.n	avi	amara jyoti	vyasa tanahu.n.n	tanahu.n.n	vyasa
360	himalaya madhyamika vidyalaya ajirakota, gorakha	himalaya mavi ajirakota gorakha	mavi	himalaya	ajirakota gorakha	gorakha	ajirakota
361	vishvajvati pra॰ vi॰, tanahu	vishvajvati pravi tanahu.n	pravi	vishvajvati	tanahu.n	tanahu.n	
