id,school,
572,"National Primary School, Khotang",
573,Savakali Secondary School Sawaktare Khotang,
574,"Ganesh Basic School Letang, Morang",
575,"Jal Kanya Basic School, Khotang",
576,"Chandra Primary School, Khotang",
577,"Bhimsen Adarsh Basic School, Deodhar, Udaipur",
578,"Panchkanya Primary School Akhole, Khotang",
579,"Shikshadip Primary School, Khotang",
580,"Devi Basic School Yamkha, Khotang",
581,"Jaleshwari Secondary School, Khotang",
582,"Vadal Primary School, Waksila-7 Khotang",
583,"Navjyoti Primary School, Khotong",
584,"Saraswati Secondary School, Diktel, Khotang",
585,"Public Service Primary School, Khotang",
586,"Chakali Devi Basic School, Khotang",
587,"Chautare Danda Primary School, Khotang",
588,"Vidyodaya Primary School, Khotang",
589,"Panchkanya Basic School, Khotang",
590,"Saraswati Basic School, Diktel Pokhari, Khotang",
591,"Lakshmi Basic School Halesi Tuwachung, Khotang",
592,"Bhanu Basic School, Lewa Makpa, Khotang",
593,"Tribhuvan Primary School, Jaleshwari, Khotang",
594,"Mahendrodaya Lower Secondary School, Khotang",
595,"Chandeswari Lower Secondary School, Khotang",
596,"Usunkoshi Primary School, Khotang",
597,"Janajagruti Basic School, Diktel Rupakot Majhuwagadhi District, Khotang",
598,"Janajagruti Basic School, Ratmata, Khotang",
599,"Krishna Lower Secondary School, Khotang",
600,"Saraswati Primary School, Khotang",
601,Shankheswari Lower Secondary School Khotang,
602,"Kalika Secondary School Kharmi, Khotang",
603,"Jan Chetana Basic School, Majhuwagadhi District, Khotang",
604,"Shikhar Primary School, Khotang",
605,"Panch Secondary School, Khotang",
606,"Panch Secondary School, Diktel, Khotang",
607,"Jaleshwari Basic School, Khotang",
608,"Panch Primary School, Khotang",
609,Shiddeshwari Basic School Diktel Rupakot,
610,"Khartamcha Primary School, Khotang",
611,"Vidyodaya Primary School, Khotang",
612,"Janata Primary School Dorpa Chinuridanda, Khotang",
613,"Yuvavarsh Basic School, Diktel",
614,Panch Secondary School Dittel Khotang,
615,"Secondary School, Khotang",
616,"Singh Kali Primary School, Khotang",
617,"Seti Primary School Eselukhark, Khotang",
618,"Sapta Kanya Primary School, Khotang",
619,"Lal Kanya Primary School, Khotang",
620,"Himalaya Basic School, Rupakot Majhuwagadhi, Solma, Khotang",
621,"Shivasthan Primary School, Khotang",
622,"Champavati Higher Secondary School, Buipa-5 Khotang",
623,"Shiddeshwari Basic School, Khotang",
624,"Lalit Vikash Lower Secondary School, Kutisougal, Lalitpur",
625,"Vahala Devi Primary School, Khotang",
626,"Saraswati Secondary School, Khotang",
627,"Janajagruti Basic School, Khotang",
628,Kalika Janajagruti Lower Secondary School Khotang,
629,"Damli Secondary School, Khotang",
630,"Janata Basic School, Nerpa, Khotang",
631,"Tayla Primary School, Khotang",
632,"Jan Jyoti Primary School, Khotang",
633,"Devasthan Basic School, Khotang",
634,"Language Basic School, Khotang",
635,"Champavati Secondary School, Khotang",
636,"Deurali Secondary School, Dumrekot, Khotang",
637,"Champakali Primary School, Khotang",
638,"Jalpa Basic School, Khotang",
639,Chandra Primary School Sungdel Khotang,
640,Singh Devi Secondary School Amchok Khotang,
641,"Manu Primary School, Khotang",
642,"Veganlal Basic School, Morang",
643,"Mahankala Basic School, Rajapani, Khotang",
644,"CPM Secondary School, CPM, Khotang",
645,"Lohandra Basic School, Morang",
646,"Seegana Secondary School, Baglung",
647,"Janajagruti Secondary School, Galkot District, Baglung",
648,"Janata Secondary School, Baglung",
649,"Bhanu Secondary School, Gwalior, Baglung",
650,"Prithvi Higher Secondary School, Galkot Baglung",
651,"Himalaya Dandpani Neupane Secondary School, Bharatpur, Chitwan",
652,"Janjyoti Primary School, Baglung",
653,"Vishnu Lower Secondary School, Baglung",
654,"Galkot Secondary School, Baglung",
655,"Dhan Gaujyoti Secondary School, Baglung",
656,"Wagishwari Lower Secondary School Tighra, Ramdi Pyuthan",
657,"Shiv Secondary School, Parbat",
658,Vidyajyoti Basic School Mustang,
659,"Model Basic School, Mustang",
660,"Tityang Non Secondary School, Baglung",
661,"Lakshmi Primary School Jaimini, Wagalung",
662,"Hari Secondary School Tarakhola, Baglung",
663,"Bhagwati Primary School, Galkot District, Baglung",
664,"Janajagaran Primary School Dhorpatan, Baglung",
665,"Suryodaya Higher Secondary School, Baglung",
666,"Janakalyana Secondary School, Baglung",
667,"Janata Secondary School, Jaimini, Baglung",
668,"Sigana Secondary School, Sigana, Baglung",
669,"Moolpani Secondary School Baglung District, Baglung",
670,Kalika Kanya Mandir Secondary School Baglung,
671,"Samdi Primary School, Baglung",
672,"Suntlachaur Secondary School, Damek, Waglung",
673,"Shivalaya Secondary School, Adhikachour Waglung",
674,"Kankrakhora Primary School, Baglung",
675,"Aditya Primary School, Baglung",
676,"Navayuvak Basic School, Narethanti, Thane, Baglung",
677,"Lakshminarayan Basic School Amlachaur, Wagalung",
678,"Krishna Primary School, Baglung",
679,"Shivalay Primary School, Baglung",
680,"Janapriya Primary School, Baglung",
681,"Bal Mandir Basic School Baglung District, Baglung",
682,"Nepal Gharti Primary School, Nawalparasi",
683,"Bharatappur Primary School, Baglung",
684,"Chandachandra Nagar Primary School, Raydanda, Baglung",
685,"Upallachaur Basic School, Baglung District, Baglung",
686,"Cholang Primary School, Biruta Rajkul Baglung",
687,"Pandavkhani Secondary School, Pandavkhani, Waglung",
688,"Janak Nih Secondary School, Baglung",
689,"Barathan Primary School, Hatia, Jhulegalkot, Baglung",
690,"Hari Higher Secondary School, Hill, Baglung",
691,"Mahavidyajan Secondary School, Baglung",
692,"Janata Primary School, Zaidi, Baglung",
693,"Deurali Basic School, Galkot District, Baglung",
694,"Buddha Secondary School, Bhimgithe, Baglung",
695,"Shanti Higher Secondary School, Baglung",
696,"Wal Kalyan Primary School, Malm Galang, Baglung",
697,"Bhairav Secondary School Galkot, Baglung",
698,"Prajatantra Primary School, Baglung",
699,"Sarada Primary School, Baglung",
700,"Janajagriti Basic School, Kaski",
701,"Public Awareness Secondary School Bongadovan, Baglung",
702,"Janata Primary School, Paiyuthanthap, Baglung",
703,"Prabhat Janata Basic School, Nawalparasi",
704,Amarjyoti Secondary School Nawalparasi,
705,"Kalika Secondary School, Nawalparasi",
706,"Siddha Secondary School, Baglung",
707,"Ratnalakshmi Secondary School, Baglung",
708,"Kalika Girls Secondary School, Baglung",
709,"Annapurna Basic School, Mustang",
710,"Malika Basic School, Waglung",
711,"Laharepipal Secondary School, Laharepipal Baglung",
712,Vidyamandir Secondary School Baglung,
713,"Janakalyana Prof., Baglung",
714,"Jyotipunja Primary School, Baglung",
715,"Shitalpati Basic School Ghasaghsa, Baglung",
716,"Himganga Basic School, Khotang",
717,"Krishna Secondary School, Barre, Simpani, Khotang",
718,"Mohan Model Secondary School, Siraha",
719,"Janata Basic School, Bhokraha, Sunsari",
720,"Janata Secondary School, Batase Khaetang",
721,"Saraswati Child Welfare Primary School, Hapur-1, Dang",
722,Primary School Ghorahi Dang,
723,"Ganga Secondary School, Rampur, Dang",
724,"Faizane Mustafa Primary School, Dang",
725,"Sri Pratapkot Primary School, Dang",
726,"Primary School Ranagaon, Dang",
727,"Adarsh Basic School, Dang",
728,"Shri Higher Secondary School Hapur, Dang",
729,"Gudel Higher Secondary School Gudel, Solukhumbu",
730,"Shankheswari Secondary School, Khotang",
731,Ramcheniketan Secondary School Khotang,
732,"Koteshwar Saraswati Secondary School, Koteshwar, Kathmandu",
733,"Primary School Dandapalu, Dang",
734,"Guru Jajur Secondary School, Rakshachaur, Dang",
735,"Primary School Kalleramrikot, Dang",
736,"Child Welfare Basic School Narayanpur, Dang",
737,"Birendra Secondary School, Tulsipur, Dang",
738,"Himal Laliguras Primary School, Kanku-7, Solukhumvu",
739,"Pelu Primary School, Khotang",
740,Gauri Panchakanya Basic School Khotang,
741,Gupteshwar Lower Secondary School Lamidanda,
742,"Janata Primary School, Harneti, Dang",
743,"Bhimsensthan Lower Secondary School, Solukhumbu",
744,"Dudhkoshi Basic School, Solukhumbu",
745,"Janata Secondary School, Solukhumbu",
746,"Jalpakanya Basic School Juvu, Solukhumbu",
747,Chandeswari Primary School Solukhumbu,
748,"Chaskam Secondary School, Solukhumbu",
749,Balkanya Lower Secondary School Khotang,
750,"Singhdevi Basic School, Khotang",
751,"Patkaru Lower Secondary School, Fedi Khotang",
752,"Waleshwar Secondary School, Ghunsa Solukhumbu",
753,"Panchkanya Primary School, Solukhumbu",
754,"Tindhare Primary School, Tindhare, Khotang",
755,"Saraswati Secondary School, Ratuwamai, Morang",
756,"Mahendrodaya Primary School, Khotang",
757,"Nargram Secondary School, Morang",
758,"Sotang Basic School, Solukhumbu",
759,"Kuntadevi Primary School, Solukhumbu",
760,"Mahankala Primary School, Jamire, Khotang",
761,"Vidyodaya Secondary School, Khotang",
762,"Kalika Primary School, Khalle, Khotang",
763,"Dorpu Basic School, Solududhakund, Solukhumbu",
764,"Warbot Basic School, Solukhumbu",
765,"Manjushree Primary School, Solukhumbu",
766,"Siddhartha Primary School, Solukhumbu",
767,Saraswati Model Secondary School Khotang,
768,"Jalkunda Basic School Thulung Dudhkoshi Village, Solukhumbu",
769,"Public Service Primary School, Solukhumbu",
770,"Jalpa Primary School, Solukhumbu",
771,"Kalika Devi Secondary School, Solukhumbu",
772,"Mangal Primary School, Khotang",
773,"Barah Primary School, Khotang",
774,Mahendra Jyoti Secondary School Chaurikharak Solukhumvu,
775,"Sri Shanti Lower Secondary School, Morang",
776,"Bhopung Primary School, Solukhumbu",
777,"Jyoti Basic School, Phakphokthum, Morang",
778,"Taksindu Secondary School, Solukhumbu",
779,"People's Multipurpose Primary School, Khotang",
780,"Ganga Devi Primary School, Khotang",
781,"Adarsh Milan Basic School Nechasalyan Village, Solukhumbu",
782,"Kalika Secondary School, Okhaldhuga",
783,"Santati Basic School, Bhaktapur",
784,"Sagarmatha Secondary School, Solukhumbu",
785,"Amar Shahid Primary School, Khotang",
786,"Jalandhara Primary School, Rajapani, Khotang",
787,Public Welfare Primary School Solukhumbu,
788,"Chogesthan Secondary School, Solukhumbu",
789,"Shisha Primary School, Solukhumbu",
790,"Jansamuh Primary School, Khotang",
791,"Radhakrishna Primary School, Changunarayan, Chaling, Bhaktapur",
792,"Junweshi Secondary School Solududhakunda, Solukhumbu",
793,"Basuki Primary School, Solukhumbu",
794,Mukli Basic School Solukhumbu,
795,"Himalaya Secondary School Thulung Dudhkoshi Village, Solukhumbu",
796,"Knowledge Development Basic School Madhyapur Thimi, Bhaktapur",
797,"Shishu Kalyan Basic School, Solukhumbu",
798,"Bageshwari Basic School, Kangel Solukhumbu",
799,Chandrajyoti Basic School Solukhumbu,
800,V. in Sabitra,
801,"Saraswati Secondary School Panwari, Sunsari",
802,"Dudhkoshi Basic School, Mapya Dudhkoshi Village, Salekhumbu",
803,"Tinkanya Basic School, Nechasalyan, Solukhumbu",
804,"Indra Basic School, Solukhumbu",
805,"Toskham Primary School, Solukhumbu",
806,"Himalaya Lower Secondary School, Khotang",
807,"Dhankanya Primary School, Khotang",
808,"Rigelmu Basic School, Solukhumbu",
809,Seti Gaicha Basic School Solukhumbu,
810,"Khidima Primary School, Khotang",
811,"Jeevan Jyoti Higher Secondary School, Solukhumbu",
812,"Janata Secondary School, Gautampur-4 Sunsari",
813,"Jeevan Jyoti Secondary School, Solukhumbu",
814,"Dudhkund Primary School, Solukhumbu",
815,"Bhagwati Basic School Nechasalyan, Solukhumbu",
816,"Shushila Devi Primary School, Solukhumbu",
817,"Janata Secondary School, Ayodhyanagar, Siraha",
818,"Janajagruti Secondary School Solududhakund, Solukhumbu",
819,"Himalaya Basic School, Solukhumbu",
820,"Sagarmatha Primary School, Solukhumbu",
821,"Mahadev Primary School, Solukhumbu",
822,"Suntale Basic School, Khotang",
823,"Shanti Secondary School Diprung, Khotang",
824,"Shanti Higher Secondary School, Khotang",
825,"Amarjyoti Basic School, Saelukhumbu",
826,"Baljwati Primary School, Solukhumbu",
827,"Mahendra Tara Basic School, Khotang",
828,"Shanti Niketan Minakarna Secondary School Sapatel, Diprung Chuichumpa District, Khotang",
829,"Khumjung Secondary School Khumbu Pasangalhamu Village, Solukhumbu",
830,"Himjwati Primary School, Solukhumbu",
831,"Manhkala Lower Secondary School, Khaetang",
832,"Phulpuk Primary School, Solukhumbu",
833,"Navjyoti Secondary School, Lalitpur",
834,"Bal Vinayaka Basic School, Surya Vinayaka, Bhaktapur",
835,"Siddha Basic School Solududhakund, Solukhumbu",
836,"Sinhakali Secondary School, Tingla, Solukhumvu",
837,"Sagarmatha Basic School, Mapya Dudhkoshi Village, Solukhumbu",
838,"Sinhakali Secondary School, Solukhumbu",
839,"Janajagaran Mahakunda Basic School, Solukhumvu",
840,"Ashwara Secondary School, Dang",
841,"Hulu Lower Secondary School, Solukhumbu",
842,"Kalika Lower Secondary School, Solukhumbu",
843,"Kedar Secondary School, Solukhumbu",
844,"Mahakulu Primary School, Solukhumbu",
845,"Kuivhir Lower Secondary School, Solukhumbu",
846,"Janakalyana Primary School, Khotang",
847,"Sakila Higher Secondary School, Ratancha, Khotang",
848,"Bhumeshwar Primary School, Solukhumbu",
849,"Vidyadatri Primary School, Solukhumbu",
850,"Gyan Vijay Basic School, Bhaktapur",
851,"3. V. Lower Secondary School, Solukhumbu",
852,"Jan Jagriti Primary School Koirale, Dang",
853,"Sri Hira Primary School, Khotang",
854,"Public Literacy Primary School, Salle, Khotang",
855,"Patle Primary School, Solukhumbu",
856,Secondary School Lalmaria,
857,"Ringmu Basic School, Solukhumbu",
858,"Phatanje Primary School, Solukhumbu",
859,"Kangel Basic School, Kangel, Solukhumbu",
860,"Radha Krishna Lower Secondary School, Khotang",
861,"Pipaldanda Devi Sthan Secondary School, Khotang",
862,"Kindergarten Basic School Liwang, Rolpa",
863,Child Welfare Model Secondary School Rolpa,
864,"Siddha Ratnath Model Secondary School, Narayanpur, Dang",
865,"Janakalyan Higher Secondary School, Baghmare-5, Dang",
866,"Shiv Shakti Secondary School, Dang",
867,"Salme Basic School Sakela Village, Khotang",
868,"Shiddhakanya Primary School, Khotang",
869,"Dudhkaushika Basic School, Solukhumbu",
870,"Saraswati Secondary School, Solukhumbu",
871,"Goli Lower Secondary School, Goli-7 Solukhumbu",
872,"Vishwa Dasharna Primary School, Solukhumbu",
873,"Peoplebot Basic School, Solukhumbu",
874,"Vanadevi Lower Secondary School, Bajrayogini Kathmandu",
875,"Child Rescue Higher Secondary School, Kapan Kathmandu",
876,"Siddheshwari Secondary School, Dang",
877,"Pagini Secondary School, Jhapa",
878,"Shahid Lakshmi Primary School, Jhapa",
879,"Bhanu Higher Secondary School, Bahundangi Jhapa",
880,"Janjyoti Primary School, Jhapa",
881,"Gadigaon Secondary School, Buddashanti Village, Jhapa",
882,"Singhdevi Basic School, Kankai, Jhapa",
883,"Amgachi Primary School, Jhapa",
884,"Shukraraj Basic School, Jhapa",
885,"Katardangi Lower Secondary School, Chakachki-7, Jhapa",
886,"Siddheshwar Secondary School, Jhapa",
887,"Bhanu Higher Secondary School Arjundhara, Jhapa",
888,"Mechi Public Secondary School, Wahundangi, Jhapa",
889,"Janata Secondary School, Khudunabari Jhapa",
890,"Saraswati Secondary School, Kankai Municipality, Jamunbari, Jhapa",
891,"Doda Mash Primary School, Jhapa",
892,"Primary School Rajgarh, Jhapa",
893,"Jyoti Lower Secondary School, Jhapa",
894,"Shiv Mai Lower Secondary School, Jhapa",
895,"Krishna Basic School, Damak, Krishna Mandir, Jhapa",
896,"Shanti Adarsh Secondary School, Buddhashanti, Jhapa",
897,"Jan Sahayog Secondary School, Tarhra, Sunsari",
898,"Shiksha Sadan Secondary School, Dharan Sunsari",
899,"Tribhuvan Primary School, Jhapa",
900,"Lakshmi Secondary School Arjundhara, Jhapa",
901,"Mahendra Lower Secondary School Bagthata, Doti",
902,"Punyodaya Primary School, Doti",
903,"Aulia Secondary School, Sunsari",
904,"Balabhadra Secondary School, Jhapa",
905,"Phulbari Secondary School, Jhapa",
906,"Durga Primary School, Doti",
907,"Bhaglek Lower Secondary School, Doti",
908,"Vishnu Secondary School, Doti",
909,"Lekhnath Primary School, Jhapa",
910,Secondary school,
911,"Kalikasthan Primary School, Doti",
912,"Kalika Public Primary School, Doti",
913,"Jan Vikas Basic School, Jhapa",
914,"Tarawari Basic School, Damak, Jhapa",
915,"Pashupati Primary School, Jhapa",
916,"Saraswati Secondary School Haldibari, Jhapa",
917,"Ganesh Primary School, Ratamadou",
918,"Sitaram Secondary School Shikhar Napa, Doti",
919,"Kalika Udhog Primary School, Doti",
920,"Sitaram Primary School, Vasudevi",
921,"Bhabanimna Secondary School, Doti",
922,"Siddheshwar Secondary School, Shikhar Napa, Doti",
923,"Kuwadi Devi Secondary School, Jhapa",
924,"Himali Primary School, Jhapa",
925,"Garuwa Basic School My Napa, Ilam",
926,"Janak Secondary School, Barahkshetra Sunsari",
927,"Mahendra Ratna Secondary School, Kamal, Jhapa",
928,"Sunderpur Primary School, Jhapa",
929,"Navjyoti Primary School, Sunsari",
930,"Basic School Harinagar Village, Sunsari",
931,"Basic School, Shishwadharampur, Sunsari",
932,"Munar Janata Raj Primary School Dholbaja, Saptari",
933,"Maptamandau Primary School, Doti",
934,"Kalika Primary School, Doti",
935,"Todi Primary School, Doti",
936,"Panini Secondary School, Damak, Jhapa",
937,"Janakalyan Rudrahari Secondary School, Sunsari",
938,"Gorakhnath Primary School, Sunsari",
939,"Varlek Secondary School, Doti",
940,"Bhanubhakta, Primary School, Jhapa",
941,"Radhanagar Primary School, Jhapa",
942,"Sadhuprathi Primary School Bahradashi, Jhapa",
943,"Janata Secondary School Warahkshetra, Sunsari",
944,"Himalaya Primary School, Kailali",
945,"Saraswati Secondary School, Kailari, Kailali",
946,"Krishna Secondary School Damak, Jhapa",
947,"Shalpa Secondary School, East Kushaha, Sunsari",
948,"Jan Adarsh Secondary School, Shivganj, Jhapa",
949,"Jan Prabhat Secondary School, Kathmandu",
950,"Malik Secondary School, Kailali",
951,"Bhairab Primary School, Doti",
952,"Sri Ni Secondary School, Sunsari",
953,"Sunuri Shiksha Sadan, Sunsari",
954,"Shanishare, Lower Secondary School, Jhapa",
955,"Mahendra Basic School, Bagthanta, Disinpa, Doti",
956,"Kedarakhra Secondary School, Kedarakhra",
957,"Secondary School, Kotatulsipur, Kailali",
958,"Mahendra Bhrikuti Secondary School, Lalitpur",
959,"Mahendra Bhrikooti Secondary School Jawalakhel, Lalitpur",
960,"Navdurga Primary School, Doti",
961,"Janakalyan Naulo Vihani Primary School, Sahidbhoomi, Dhanukta",
962,"Yuva Swayam Sevi Primary School, Gulmi",
963,"Devisthan Primary School, Gulmi",
964,"Khadga Basic School Malika, Gulmi",
965,"Ganga Primary School, Gulmi",
966,"Eyal Pond Secondary School, Gulmi",
967,"Shankar Primary School, Gulmi",
968,"Saraswati Primary School, Birbas, Bakhre, Gulmi",
